Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	1000c_1 Spectral Count	1000c_2 Spectral Count	1000c_3 Spectral Count	1000c_4 Spectral Count	16hpf_1 Spectral Count	16hpf_2 Spectral Count	16hpf_3 Spectral Count	16hpf_4 Spectral Count	256c_1 Spectral Count	256c_2 Spectral Count	256c_3 Spectral Count	256c_4 Spectral Count	28hpf_1 Spectral Count	28hpf_2 Spectral Count	28hpf_3 Spectral Count	28hpf_4 Spectral Count	3dpf_1 Spectral Count	3dpf_2 Spectral Count	3dpf_3 Spectral Count	3dpf_4 Spectral Count	4c_1 Spectral Count	4c_2 Spectral Count	4c_3 Spectral Count	4c_4 Spectral Count	5dpf_1 Spectral Count	5dpf_2 Spectral Count	5dpf_3 Spectral Count	5dpf_4 Spectral Count	Bud_1 Spectral Count	Bud_2 Spectral Count	Bud_3 Spectral Count	Bud_4 Spectral Count	Dome_1 Spectral Count	Dome_2 Spectral Count	Dome_3 Spectral Count	Dome_4 Spectral Count	Oblong_1 Spectral Count	Oblong_2 Spectral Count	Oblong_3 Spectral Count	Oblong_4 Spectral Count	1000c_1 Unique Spectral Count	1000c_2 Unique Spectral Count	1000c_3 Unique Spectral Count	1000c_4 Unique Spectral Count	16hpf_1 Unique Spectral Count	16hpf_2 Unique Spectral Count	16hpf_3 Unique Spectral Count	16hpf_4 Unique Spectral Count	256c_1 Unique Spectral Count	256c_2 Unique Spectral Count	256c_3 Unique Spectral Count	256c_4 Unique Spectral Count	28hpf_1 Unique Spectral Count	28hpf_2 Unique Spectral Count	28hpf_3 Unique Spectral Count	28hpf_4 Unique Spectral Count	3dpf_1 Unique Spectral Count	3dpf_2 Unique Spectral Count	3dpf_3 Unique Spectral Count	3dpf_4 Unique Spectral Count	4c_1 Unique Spectral Count	4c_2 Unique Spectral Count	4c_3 Unique Spectral Count	4c_4 Unique Spectral Count	5dpf_1 Unique Spectral Count	5dpf_2 Unique Spectral Count	5dpf_3 Unique Spectral Count	5dpf_4 Unique Spectral Count	Bud_1 Unique Spectral Count	Bud_2 Unique Spectral Count	Bud_3 Unique Spectral Count	Bud_4 Unique Spectral Count	Dome_1 Unique Spectral Count	Dome_2 Unique Spectral Count	Dome_3 Unique Spectral Count	Dome_4 Unique Spectral Count	Oblong_1 Unique Spectral Count	Oblong_2 Unique Spectral Count	Oblong_3 Unique Spectral Count	Oblong_4 Unique Spectral Count	1000c_1 Total Spectral Count	1000c_2 Total Spectral Count	1000c_3 Total Spectral Count	1000c_4 Total Spectral Count	16hpf_1 Total Spectral Count	16hpf_2 Total Spectral Count	16hpf_3 Total Spectral Count	16hpf_4 Total Spectral Count	256c_1 Total Spectral Count	256c_2 Total Spectral Count	256c_3 Total Spectral Count	256c_4 Total Spectral Count	28hpf_1 Total Spectral Count	28hpf_2 Total Spectral Count	28hpf_3 Total Spectral Count	28hpf_4 Total Spectral Count	3dpf_1 Total Spectral Count	3dpf_2 Total Spectral Count	3dpf_3 Total Spectral Count	3dpf_4 Total Spectral Count	4c_1 Total Spectral Count	4c_2 Total Spectral Count	4c_3 Total Spectral Count	4c_4 Total Spectral Count	5dpf_1 Total Spectral Count	5dpf_2 Total Spectral Count	5dpf_3 Total Spectral Count	5dpf_4 Total Spectral Count	Bud_1 Total Spectral Count	Bud_2 Total Spectral Count	Bud_3 Total Spectral Count	Bud_4 Total Spectral Count	Dome_1 Total Spectral Count	Dome_2 Total Spectral Count	Dome_3 Total Spectral Count	Dome_4 Total Spectral Count	Oblong_1 Total Spectral Count	Oblong_2 Total Spectral Count	Oblong_3 Total Spectral Count	Oblong_4 Total Spectral Count	1000c_1 Intensity	1000c_2 Intensity	1000c_3 Intensity	1000c_4 Intensity	16hpf_1 Intensity	16hpf_2 Intensity	16hpf_3 Intensity	16hpf_4 Intensity	256c_1 Intensity	256c_2 Intensity	256c_3 Intensity	256c_4 Intensity	28hpf_1 Intensity	28hpf_2 Intensity	28hpf_3 Intensity	28hpf_4 Intensity	3dpf_1 Intensity	3dpf_2 Intensity	3dpf_3 Intensity	3dpf_4 Intensity	4c_1 Intensity	4c_2 Intensity	4c_3 Intensity	4c_4 Intensity	5dpf_1 Intensity	5dpf_2 Intensity	5dpf_3 Intensity	5dpf_4 Intensity	Bud_1 Intensity	Bud_2 Intensity	Bud_3 Intensity	Bud_4 Intensity	Dome_1 Intensity	Dome_2 Intensity	Dome_3 Intensity	Dome_4 Intensity	Oblong_1 Intensity	Oblong_2 Intensity	Oblong_3 Intensity	Oblong_4 Intensity	1000c_1 MaxLFQ Intensity	1000c_2 MaxLFQ Intensity	1000c_3 MaxLFQ Intensity	1000c_4 MaxLFQ Intensity	16hpf_1 MaxLFQ Intensity	16hpf_2 MaxLFQ Intensity	16hpf_3 MaxLFQ Intensity	16hpf_4 MaxLFQ Intensity	256c_1 MaxLFQ Intensity	256c_2 MaxLFQ Intensity	256c_3 MaxLFQ Intensity	256c_4 MaxLFQ Intensity	28hpf_1 MaxLFQ Intensity	28hpf_2 MaxLFQ Intensity	28hpf_3 MaxLFQ Intensity	28hpf_4 MaxLFQ Intensity	3dpf_1 MaxLFQ Intensity	3dpf_2 MaxLFQ Intensity	3dpf_3 MaxLFQ Intensity	3dpf_4 MaxLFQ Intensity	4c_1 MaxLFQ Intensity	4c_2 MaxLFQ Intensity	4c_3 MaxLFQ Intensity	4c_4 MaxLFQ Intensity	5dpf_1 MaxLFQ Intensity	5dpf_2 MaxLFQ Intensity	5dpf_3 MaxLFQ Intensity	5dpf_4 MaxLFQ Intensity	Bud_1 MaxLFQ Intensity	Bud_2 MaxLFQ Intensity	Bud_3 MaxLFQ Intensity	Bud_4 MaxLFQ Intensity	Dome_1 MaxLFQ Intensity	Dome_2 MaxLFQ Intensity	Dome_3 MaxLFQ Intensity	Dome_4 MaxLFQ Intensity	Oblong_1 MaxLFQ Intensity	Oblong_2 MaxLFQ Intensity	Oblong_3 MaxLFQ Intensity	Oblong_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q5XJD3|FIP1_DANRE	Q5XJD3	FIP1_DANRE	fip1l1	570	Danio rerio	1:Experimental evidence at protein level	Pre-mRNA 3'-end-processing factor FIP1	1.0	0.999	7	35	35	35	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	1	0	0	1	1	3	0	6	3	0	1	1	0	1	0	2	3	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	1	0	0	1	1	3	0	6	3	0	1	1	0	1	0	2	3	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	1	0	0	1	1	3	0	6	3	0	1	1	0	1	0	2	3	0	0	1	1	0.0	0.0	1.9474104E7	3.1992628E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4698016E8	2.02263152E8	0.0	0.0	0.0	0.0	7.5522656E7	8.9776976E7	1.4208768E8	0.0	2.49187472E8	1.71864512E8	0.0	0.0	3.3729596E7	0.0	8.3739296E7	0.0	1.45672576E8	1.59613088E8	0.0	0.0	2.398557E7	0.0	0.0	0.0	2.519482E7	4.1390784E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.55378E7	8.3216192E7	0.0	0.0	0.0	0.0	2.03968928E8	2.42466496E8	5.4661112E7	0.0	7.8004288E7	6.482992E7	0.0	0.0	4.3638004E7	0.0	1.0833856E8	0.0	1.2573204E8	1.40435728E8	0.0	0.0	2.9700674E7	0.0	
sp|Q5XJK1|SCOCB_DANRE	Q5XJK1	SCOCB_DANRE	scocb	76	Danio rerio	3:Protein inferred from homology	Short coiled-coil protein B	0.9996	0.999	1	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6288654E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8427184E7	7.1501136E7	4.7287604E7	4.3464832E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.711559E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4832494E7	3.8288084E7	4.99939E7	4.5952348E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5XJK9|CMS1_DANRE	Q5XJK9	CMS1_DANRE	cmss1	291	Danio rerio	2:Experimental evidence at transcript level	Protein CMSS1	1.0	0.999	3	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4636916E7	4.7027208E7	0.0	0.0	0.0	0.0	0.0	0.0	2.068072E7	0.0	2.6648252E7	5.2997176E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4636916E7	4.7027208E7	0.0	0.0	0.0	0.0	0.0	0.0	2.068072E7	0.0	1.9490424E7	3.400776E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5XJN2|GILT_DANRE	Q5XJN2	GILT_DANRE	ifi30	255	Danio rerio	1:Experimental evidence at protein level	Gamma-interferon-inducible lysosomal thiol reductase	1.0	0.999	8	45	45	45	0	0	1	0	3	2	0	1	0	1	1	0	4	3	2	2	0	0	2	3	2	3	0	1	2	1	0	0	1	2	2	2	0	1	1	0	1	1	0	0	0	0	1	0	3	2	0	1	0	1	1	0	4	3	2	2	0	0	2	3	2	3	0	1	2	1	0	0	1	2	2	2	0	1	1	0	1	1	0	0	0	0	1	0	3	2	0	1	0	1	1	0	4	3	2	2	0	0	2	3	2	3	0	1	2	1	0	0	1	2	2	2	0	1	1	0	1	1	0	0	0.0	0.0	0.0	0.0	2.2354408E8	4.47780864E8	0.0	1.05849792E8	0.0	0.0	3175048.2	0.0	5.35028288E8	3.11046592E8	6.727508E7	7.3140464E7	0.0	0.0	2.5919386E7	0.0	7.3532032E7	1.080752E8	0.0	3.5299732E7	6.9369E7	4.5937764E7	0.0	0.0	5.1147724E7	8.6721648E7	2.7678144E8	3.97989184E8	0.0	1.3314975E7	4.4435056E7	4.8115328E7	3.7928496E7	9.8064128E7	0.0	0.0	0.0	0.0	0.0	0.0	1.37879968E8	1.57812528E8	0.0	1.13548384E8	0.0	0.0	2.8098738E7	0.0	1.38831056E8	1.66177536E8	6.4366216E7	7.8460064E7	0.0	0.0	5.424638E7	0.0	1.1508652E8	9.1811056E7	0.0	3.7867124E7	3.313742E7	3.2117418E7	0.0	0.0	7.3018456E7	5.3625348E7	1.50124032E8	1.79469808E8	0.0	2.7866754E7	6.3435456E7	6.8689416E7	5.4146696E7	6.85616E7	0.0	0.0	
sp|Q5XJP1|EIPR1_DANRE	Q5XJP1	EIPR1_DANRE	eipr1	387	Danio rerio	2:Experimental evidence at transcript level	EARP-interacting protein homolog	0.93	0.9984	1	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5XJQ5|EXOS9_DANRE	Q5XJQ5	EXOS9_DANRE	exosc9	393	Danio rerio	2:Experimental evidence at transcript level	Exosome complex component RRP45	1.0	0.999	5	12	12	12	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	3018455.8	0.0	8.3610648E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65510832E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2632772E7	7.2917664E7	8.9514512E7	3.5920656E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4494058.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.680984E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3386076E7	6.0107252E7	7.2709232E7	6.6810304E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5XJS5|THOC6_DANRE	Q5XJS5	THOC6_DANRE	thoc6	323	Danio rerio	2:Experimental evidence at transcript level	THO complex subunit 6 homolog	1.0	0.999	5	16	16	16	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	3	1	3	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	3	1	3	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	3	1	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8091584E7	0.0	0.0	0.0	4.3029004E7	1.8592532E7	0.0	0.0	0.0	0.0	0.0	0.0	7.4528304E7	3.9598512E7	6.7257344E7	0.0	0.0	0.0	0.0	3.4628956E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.077648E7	3.0582024E7	0.0	0.0	0.0	0.0	0.0	0.0	4.1189612E7	3.2857808E7	3.701846E7	0.0	0.0	0.0	0.0	2.87342E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5XJX0|JGN1A_DANRE	Q5XJX0	JGN1A_DANRE	jagn1a	183	Danio rerio	2:Experimental evidence at transcript level	Protein jagunal homolog 1-A	0.998	0.9982	3	15	15	15	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	2	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	2	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	2	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	4319370.0	0.0	0.0	0.0	2.2417576E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9907424E7	1.1910957E7	0.0	0.0	0.0	0.0	0.0	0.0	4935407.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9285114.0	0.0	0.0	0.0	5.6542652E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5779203E7	2.5604336E7	0.0	0.0	0.0	0.0	0.0	0.0	1.0609375E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5XJX1|SEGN_DANRE	Q5XJX1	SEGN_DANRE	scgn	272	Danio rerio	1:Experimental evidence at protein level	Secretagogin	0.9778	0.9977	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.651408E7	4.7282232E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5XLR4|BORE1_DANRE	Q5XLR4	BORE1_DANRE	cdca8	276	Danio rerio	2:Experimental evidence at transcript level	Borealin	0.9998	0.999	2	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.7891224E7	0.0	7.6506488E7	6.6210936E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.7891224E7	0.0	7.6506488E7	6.6210936E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5XXA7|HDGR2_DANRE	Q5XXA7	HDGR2_DANRE	hdgfl2	662	Danio rerio	2:Experimental evidence at transcript level	Hepatoma-derived growth factor-related protein 2	1.0	0.999	2	18	18	18	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	1	0	0	1	1	1	1	2	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	1	0	0	1	1	1	1	2	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	1	0	0	1	1	1	1	2	0	0	1	1	0	0	0	0	0.0	0.0	0.0	0.0	9.5987968E7	1.0726868E8	0.0	1.11382568E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.4001152E7	0.0	1.84914368E8	1.85317344E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4265612E7	6.9065464E7	7.649104E7	1.64577728E8	1.54069632E8	0.0	0.0	3.376088E7	3.8494732E7	0.0	3.3933812E7	0.0	0.0	0.0	0.0	0.0	0.0	9.5987968E7	1.0726868E8	0.0	1.11382568E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.4001152E7	0.0	1.2473668E8	1.14947248E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9065464E7	7.649104E7	1.64577728E8	1.54069632E8	0.0	0.0	3.376088E7	3.8494732E7	0.0	3.3933812E7	0.0	0.0	
sp|Q63ZW2|MC25A_DANRE	Q63ZW2	MC25A_DANRE	chchd6a	239	Danio rerio	2:Experimental evidence at transcript level	MICOS complex subunit mic25a	1.0	0.999	11	145	145	145	6	7	6	5	5	3	2	0	4	4	5	5	1	2	3	3	2	0	3	3	8	3	7	5	2	3	1	1	4	3	2	1	3	3	5	5	6	4	3	7	6	7	6	5	5	3	2	0	4	4	5	5	1	2	3	3	2	0	3	3	8	3	7	5	2	3	1	1	4	3	2	1	3	3	5	5	6	4	3	7	6	7	6	5	5	3	2	0	4	4	5	5	1	2	3	3	2	0	3	3	8	3	7	5	2	3	1	1	4	3	2	1	3	3	5	5	6	4	3	7	3.36373248E8	5.22709568E8	3.31188544E8	1.7902368E8	2.53102512E8	7.9715088E7	1.05859632E8	0.0	1.66858768E8	1.72709664E8	3.45631264E8	4.47019104E8	0.0	8.0487392E7	1.50932048E8	1.45994944E8	7.4674848E7	0.0	1.11668472E8	2.43178192E8	6.2432474E8	4.825296E8	1.93068304E8	2.91193376E8	1.3711227E7	5.132638E7	0.0	0.0	1.73594752E8	1.57536224E8	7.43826E7	2510541.2	9.997272E7	1.3555568E8	3.66043424E8	4.52641056E8	3.268144E8	2.34073712E8	1.10256704E8	3.94640224E8	1.47495728E8	1.4218504E8	7.8998784E7	7.9730296E7	1.20244536E8	1.38652016E8	8.6640112E7	0.0	1.4209824E8	1.2811072E8	1.90222544E8	1.94419824E8	0.0	1.0366336E8	3.639492E7	2.0674676E7	7.9818912E7	0.0	9.6185152E7	1.11383984E8	1.4155624E8	1.5951776E8	1.24914616E8	1.01180312E8	3.0726308E7	3.549436E7	0.0	0.0	1.01666672E8	9.1752392E7	6.717292E7	8453980.0	1.42389232E8	1.04899464E8	1.189988E8	1.14107584E8	1.20149704E8	6.09146E7	8.66058E7	1.11948248E8	
sp|Q642H3|SEP8A_DANRE	Q642H3	SEP8A_DANRE	sept8a	420	Danio rerio	2:Experimental evidence at transcript level	Septin-8-A	1.0	0.999	15	115	70	115	1	0	0	0	4	2	2	1	0	1	1	1	7	5	4	5	5	5	11	10	0	0	1	0	8	8	9	10	2	2	1	1	1	2	1	2	0	0	1	1	1	0	0	0	2	0	1	0	0	1	0	0	4	3	2	3	4	4	9	8	0	0	1	0	4	5	5	8	1	1	0	0	0	1	0	2	0	0	0	0	1	0	0	0	4	2	2	1	0	1	1	1	7	5	4	5	5	5	11	10	0	0	1	0	8	8	9	10	2	2	1	1	1	2	1	2	0	0	1	1	0.0	0.0	0.0	0.0	1.26696424E8	9.3924248E7	2.78428064E8	2.68949504E8	0.0	0.0	3.5029272E7	4.5793072E7	4.09493824E8	4.71686272E8	3.21789248E8	3.7085184E8	3.9696096E8	3.92362144E8	5.4899731E8	5.3362336E8	0.0	2.078667E7	0.0	0.0	2.8841296E8	4.22828448E8	4.14964576E8	4.8923584E8	2.04750112E8	2.21817312E8	1.05746968E8	1.16019936E8	5.0274348E7	7.2203672E7	4.5057428E7	2.5122766E7	0.0	1.7241834E7	6.2208272E7	4.8405452E7	0.0	0.0	0.0	0.0	1.25682888E8	9.317288E7	2.05378976E8	2.66797984E8	0.0	0.0	3.4749048E7	4.542674E7	1.93136608E8	2.10344976E8	1.66951696E8	1.73517712E8	2.19059248E8	2.32738208E8	1.83305376E8	2.02324832E8	0.0	2.0620382E7	0.0	0.0	9.1716552E7	2.00705264E8	2.16729168E8	2.25966352E8	7.8414024E7	8.912848E7	1.04901024E8	1.15091808E8	4.9872168E7	7.1626064E7	4.469698E7	7.551548E7	0.0	4.896684E7	6.1710624E7	4.801822E7	
sp|Q642H7|RIC8A_DANRE	Q642H7	RIC8A_DANRE	ric8a	548	Danio rerio	2:Experimental evidence at transcript level	Synembryn-A	1.0	0.999	4	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.9768576E7	5.6395256E7	1.59996272E8	9.6294992E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7126568E7	5.6863124E7	6.574688E7	6.0446212E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
