Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,TL1a Spectral Count,TL1b Spectral Count,TL2a Spectral Count,TL2b Spectral Count,TL1a Unique Spectral Count,TL1b Unique Spectral Count,TL2a Unique Spectral Count,TL2b Unique Spectral Count,TL1a Total Spectral Count,TL1b Total Spectral Count,TL2a Total Spectral Count,TL2b Total Spectral Count,TL1a_6dpf_Intensity,TL1b_6dpf_Intensity,TL2a_6dpf_Intensity,TL2b_6dpf_Intensity,TL1a MaxLFQ_6dpf_Intensity,TL1b MaxLFQ_6dpf_Intensity,TL2a MaxLFQ_6dpf_Intensity,TL2b MaxLFQ_6dpf_Intensity,Indistinguishable Proteins
sp|F1QXM5|LDHD_DANRE,F1QXM5,LDHD_DANRE,ldhd,497,Danio rerio,2:Experimental evidence at transcript level,"Probable D-lactate dehydrogenase, mitochondrial",0.8815,0.9977,1,3,3,3,1,1,0,1,1,1,0,1,1,1,0,1,94102416,85619648,0,96567160,94102416,85619648,0,96567160,
sp|F1QYJ6|ST6B1_DANRE,F1QYJ6,ST6B1_DANRE,sult6b1,296,Danio rerio,1:Experimental evidence at protein level,Sulfotransferase 6B1,1,0.9989,3,8,8,8,0,2,5,1,0,2,5,1,0,2,5,1,208418688,238410400,820355330,63623300,220333904,158575504,265771600,138343888,
sp|F1R2X6|PSM4B_DANRE,F1R2X6,PSM4B_DANRE,psme4b,1825,Danio rerio,3:Protein inferred from homology,Proteasome activator complex subunit 4B,1,0.9988,3,7,5,7,2,3,1,1,1,2,1,1,2,3,1,1,31223290,41316968,38300416,37893680,31223290,33204810,38300416,37893680,
sp|F1R4U0|TXTPB_DANRE,F1R4U0,TXTPB_DANRE,slc25a1b,317,Danio rerio,3:Protein inferred from homology,"Tricarboxylate transport protein B, mitochondrial",1,0.9989,4,21,21,21,6,7,4,4,6,7,4,4,6,7,4,4,698070270,767710340,358790880,345507136,307451392,363620416,332935968,337407648,
sp|F1RAX4|STRA6_DANRE,F1RAX4,STRA6_DANRE,stra6,670,Danio rerio,1:Experimental evidence at protein level,Receptor for retinol uptake stra6,0.3719,0.9718,1,2,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
sp|F1RAX8|COQ6_DANRE,F1RAX8,COQ6_DANRE,coq6,484,Danio rerio,2:Experimental evidence at transcript level,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",0.9449,0.999,1,2,2,2,0,0,2,0,0,0,2,0,0,0,2,0,0,0,61338516,0,0,0,0,0,
sp|F1RCY6|RENT1_DANRE,F1RCY6,RENT1_DANRE,upf1,1100,Danio rerio,2:Experimental evidence at transcript level,Regulator of nonsense transcripts 1,1,0.999,5,17,17,17,5,6,1,5,5,6,1,5,5,6,1,5,271353600,516463712,93659136,384016320,220852032,208426720,120989080,123756040,
sp|F4ZGF2|COMTA_DANRE,F4ZGF2,COMTA_DANRE,comta,256,Danio rerio,1:Experimental evidence at protein level,Catechol O-methyltransferase A,0.9955,0.998,2,5,5,5,1,4,0,0,1,4,0,0,1,4,0,0,129399720,139536288,0,0,129399720,139536288,0,0,
sp|F6P3G4|PS11A_DANRE,F6P3G4,PS11A_DANRE,psmd11a,421,Danio rerio,2:Experimental evidence at transcript level,26S proteasome non-ATPase regulatory subunit 11A,1,0.999,7,23,15,23,9,10,1,3,6,7,0,2,9,10,1,3,400795936,984529920,130786632,180602944,192339936,213659584,130786632,139717360,
sp|F8W2M8|TPP1_DANRE,F8W2M8,TPP1_DANRE,tpp1,557,Danio rerio,1:Experimental evidence at protein level,Tripeptidyl-peptidase 1,1,0.999,8,91,91,91,17,20,33,21,17,20,33,21,17,20,33,21,3391201020,3160667650,5257744900,6168075300,1013609600,828912580,1340520320,1673870340,
sp|H2EQR6|DSG21_DANRE,H2EQR6,DSG21_DANRE,dsg2.1,1142,Danio rerio,2:Experimental evidence at transcript level,Desmoglein-2.1,1,0.9985,3,4,4,4,1,2,0,1,1,2,0,1,1,2,0,1,0,0,0,80677480,0,0,0,0,
sp|O13168|TLE3B_DANRE,O13168,TLE3B_DANRE,tle3b,771,Danio rerio,1:Experimental evidence at protein level,Transducin-like enhancer protein 3-B,0.9989,0.9983,2,2,1,2,1,0,1,0,1,0,0,0,1,0,1,0,112134392,0,521545728,0,0,0,0,0,
sp|O42182|FBLN1_DANRE,O42182,FBLN1_DANRE,fbln1,681,Danio rerio,2:Experimental evidence at transcript level,Fibulin-1,1,0.999,3,9,9,9,3,3,1,2,3,3,1,2,3,3,1,2,198189216,195276800,91155560,82776816,126445336,100793488,91155560,82776816,
sp|O42248|GBLP_DANRE,O42248,GBLP_DANRE,gnb2l1,317,Danio rerio,1:Experimental evidence at protein level,Small ribosomal subunit protein RACK1,1,0.999,19,202,202,202,50,59,42,51,50,59,42,51,50,59,42,51,29838999600,33939630100,30088871900,42981548000,7430679000,7488742900,7928380400,7984112100,
sp|O42363|APOA1_DANRE,O42363,APOA1_DANRE,apoa1a,262,Danio rerio,1:Experimental evidence at protein level,Apolipoprotein A-Ia,1,0.999,7,49,49,49,17,14,10,8,17,14,10,8,17,14,10,8,6905033700,5981485600,3525486590,3188319230,2213317380,1702745470,1081118460,1034435390,
sp|O42364|APOEB_DANRE,O42364,APOEB_DANRE,apoeb,281,Danio rerio,2:Experimental evidence at transcript level,Apolipoprotein Eb,0.862,0.9973,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,106688424,0,0,0,0,0,
sp|O57457|E41LA_DANRE,O57457,E41LA_DANRE,epb41l4a,619,Danio rerio,2:Experimental evidence at transcript level,Band 4.1-like protein 4,0.2736,0.9564,1,7,7,7,2,2,1,2,2,2,1,2,2,2,1,2,197528816,160405040,0,0,197528816,160405040,0,0,
sp|O57521|HS90B_DANRE,O57521,HS90B_DANRE,hsp90ab1,725,Danio rerio,1:Experimental evidence at protein level,Heat shock protein HSP 90-beta,1,0.999,44,552,385,552,146,150,152,104,103,108,102,72,146,150,152,104,38566363000,37861544000,40150135000,33296640000,3049402110,2730652930,3142388990,2552396540,
sp|O73872|SODC_DANRE,O73872,SODC_DANRE,sod1,154,Danio rerio,2:Experimental evidence at transcript level,Superoxide dismutase [Cu-Zn],1,0.999,6,97,97,97,25,26,23,23,25,26,23,23,25,26,23,23,17669961700,15017134100,16336815100,21272662000,6719672300,5907269600,6717968900,8355201000,
sp|O93409|MLRSA_DANRE,O93409,MLRSA_DANRE,mylpfa,169,Danio rerio,1:Experimental evidence at protein level,"Myosin regulatory light chain 2, skeletal muscle isoform A",1,0.999,7,90,13,90,33,31,15,11,5,4,1,3,33,31,15,11,7246936600,5855996400,2102687870,1925378820,2015223420,1630813950,851533180,989015420,
sp|P13104|TPM1_DANRE,P13104,TPM1_DANRE,tpma,284,Danio rerio,2:Experimental evidence at transcript level,Tropomyosin alpha-1 chain,1,0.999,31,233,233,233,77,85,44,27,77,85,44,27,77,85,44,27,18545649700,13622053900,10744825900,8681300000,2458984700,1997921410,1528362500,1434304260,
sp|P17561|EPD_DANRE,P17561,EPD_DANRE,epd,217,Danio rerio,2:Experimental evidence at transcript level,Ependymin,1,0.999,1,19,19,19,5,5,4,5,5,5,4,5,5,5,4,5,2845027580,2172161540,2075431170,4652152800,2924791810,1707341950,1485415040,5444944400,
sp|P35359|OPSD_DANRE,P35359,OPSD_DANRE,rho,354,Danio rerio,1:Experimental evidence at protein level,Rhodopsin,1,0.999,3,91,91,91,27,21,17,26,27,21,17,26,27,21,17,26,2985784060,3265625600,3905226240,4700186600,1968189440,2379243010,2525780990,2955358460,
sp|P58781|ADA2_DANRE,P58781,ADA2_DANRE,ada2a,503,Danio rerio,2:Experimental evidence at transcript level,Adenosine deaminase 2-A,0.8929,0.9617,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
sp|P61485|RL36A_DANRE,P61485,RL36A_DANRE,rpl36a,106,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein eL42,1,0.9979,4,22,22,22,5,10,5,2,5,10,5,2,5,10,5,2,1243478270,1084840700,679754110,550318020,543706820,602237500,524302176,362240768,
sp|P62084|RS7_DANRE,P62084,RS7_DANRE,rps7,194,Danio rerio,1:Experimental evidence at protein level,Small ribosomal subunit protein eS7,1,0.999,9,126,126,126,37,35,32,22,37,35,32,22,37,35,32,22,7258026000,8353062400,3830111740,4198990850,2210657020,2518625790,2159208700,1324631040,
sp|P62247|RS8_DANRE,P62247,RS8_DANRE,rps8,208,Danio rerio,1:Experimental evidence at protein level,Small ribosomal subunit protein eS8,1,0.999,8,116,116,116,32,35,27,22,32,35,27,22,32,35,27,22,15041556500,16534156300,9742837800,8525005800,6052665900,6091096600,3348704770,4422778400,
sp|P79732|RIR1_DANRE,P79732,RIR1_DANRE,rrm1,794,Danio rerio,2:Experimental evidence at transcript level,Ribonucleoside-diphosphate reductase large subunit,0.7587,0.9946,1,3,3,3,1,1,0,1,1,1,0,1,1,1,0,1,0,19474952,0,0,0,0,0,0,
sp|P79735|RAN_DANRE,P79735,RAN_DANRE,ran,215,Danio rerio,2:Experimental evidence at transcript level,GTP-binding nuclear protein Ran,1,0.999,8,70,70,70,21,21,14,14,21,21,14,14,21,21,14,14,6908930600,7327889900,6341024800,5489058800,3000855300,2540938240,2963514880,2588699650,
sp|P83571|RUVB2_DANRE,P83571,RUVB2_DANRE,ruvbl2,463,Danio rerio,1:Experimental evidence at protein level,RuvB-like 2,1,0.999,23,104,104,104,33,24,19,28,33,24,19,28,33,24,19,28,8070391300,6177938400,5181863400,5947625000,870147710,647673600,586039680,665840190,
sp|Q05AM4|FAH2B_DANRE,Q05AM4,FAH2B_DANRE,faah2b,526,Danio rerio,2:Experimental evidence at transcript level,Fatty-acid amide hydrolase 2-B,1,0.999,6,26,26,26,4,4,9,9,4,4,9,9,4,4,9,9,1213607810,1072758140,1259181820,1672326910,639444100,429066368,629460800,729317760,
sp|Q08BB1|EFGM_DANRE,Q08BB1,EFGM_DANRE,gfm1,745,Danio rerio,2:Experimental evidence at transcript level,"Elongation factor G, mitochondrial",1,0.999,4,13,13,13,2,5,4,2,2,5,4,2,2,5,4,2,135170704,166970400,0,140599360,59004516,91668976,0,154706928,
sp|Q08BI9|MCU_DANRE,Q08BI9,MCU_DANRE,mcu,376,Danio rerio,1:Experimental evidence at protein level,"Calcium uniporter protein, mitochondrial",1,0.999,2,3,3,3,2,1,0,0,2,1,0,0,2,1,0,0,200758848,209288624,0,0,160952240,209288624,0,0,
sp|Q08BL7|GLCTK_DANRE,Q08BL7,GLCTK_DANRE,glyctk,502,Danio rerio,2:Experimental evidence at transcript level,Glycerate kinase,0.9365,0.9988,1,3,3,3,0,1,1,1,0,1,1,1,0,1,1,1,0,26696144,18708886,14015306,0,26696144,18708886,14015306,
sp|Q08BR4|STB1B_DANRE,Q08BR4,STB1B_DANRE,setdb1b,1216,Danio rerio,2:Experimental evidence at transcript level,Histone-lysine N-methyltransferase SETDB1-B,0.9777,0.9918,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
sp|Q08C33|ISOC1_DANRE,Q08C33,ISOC1_DANRE,isoc1,283,Danio rerio,2:Experimental evidence at transcript level,Isochorismatase domain-containing protein 1,1,0.999,2,3,3,3,1,2,0,0,1,2,0,0,1,2,0,0,203247216,279935680,0,0,203247216,157120208,0,0,
sp|Q08C75|VACHA_DANRE,Q08C75,VACHA_DANRE,slc18a3a,513,Danio rerio,2:Experimental evidence at transcript level,Probable vesicular acetylcholine transporter-A,0.329,0.9662,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
sp|Q08C76|SSUH2_DANRE,Q08C76,SSUH2_DANRE,ssuh2,361,Danio rerio,2:Experimental evidence at transcript level,Protein SSUH2 homolog,1,0.999,7,43,43,43,13,12,10,8,13,12,10,8,13,12,10,8,4368918000,3585336060,3170898940,5755497500,1323670910,1356459780,1434390910,2242184190,
sp|Q08CK7|IF2B1_DANRE,Q08CK7,IF2B1_DANRE,igf2bp1,598,Danio rerio,1:Experimental evidence at protein level,Insulin-like growth factor 2 mRNA-binding protein 1,1,0.999,13,67,51,67,16,20,20,11,12,15,17,7,16,20,20,11,3931087870,2981579520,3596793600,2730088700,999537540,805721220,1040803710,769996990,
sp|Q0E671|NEUAA_DANRE,Q0E671,NEUAA_DANRE,cmasa,430,Danio rerio,1:Experimental evidence at protein level,N-acylneuraminate cytidylyltransferase A,0.9967,0.999,1,4,4,4,1,2,0,1,1,2,0,1,1,2,0,1,55773240,39915888,0,0,55773240,39915888,0,0,
sp|Q0IIP8|CRP_DANRE,Q0IIP8,CRP_DANRE,crp,225,Danio rerio,1:Experimental evidence at protein level,C-reactive protein,0.9973,0.9916,2,9,9,9,2,2,3,2,2,2,3,2,2,2,3,2,45261348,57306380,85033304,116822664,45261348,57306380,85033304,116822664,
sp|Q0P3Z2|PTER_DANRE,Q0P3Z2,PTER_DANRE,pter,349,Danio rerio,2:Experimental evidence at transcript level,Phosphotriesterase-related protein,1,0.999,4,10,10,10,1,2,6,1,1,2,6,1,1,2,6,1,28721932,28223742,252297360,0,28721932,28223742,0,0,
sp|Q0P442|RNKB_DANRE,Q0P442,RNKB_DANRE,rnasekb,101,Danio rerio,3:Protein inferred from homology,Ribonuclease kappa-B,0.9433,0.999,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,83458352,0,0,0,0,0,0,0,
sp|Q0P487|NB5R2_DANRE,Q0P487,NB5R2_DANRE,cyb5r2,309,Danio rerio,2:Experimental evidence at transcript level,NADH-cytochrome b5 reductase 2,0.3936,0.9742,1,2,2,2,0,0,1,1,0,0,1,1,0,0,1,1,442923104,0,829801410,725378620,442923104,0,829801410,725378620,
sp|Q0P4F7|ACSF2_DANRE,Q0P4F7,ACSF2_DANRE,acsf2,606,Danio rerio,2:Experimental evidence at transcript level,"Medium-chain acyl-CoA ligase ACSF2, mitochondrial",1,0.9989,6,14,14,14,7,5,1,1,7,5,1,1,7,5,1,1,581642240,498970336,0,0,189170256,228435040,0,0,
sp|Q0VIL3|OTOMP_DANRE,Q0VIL3,OTOMP_DANRE,otomp,371,Danio rerio,2:Experimental evidence at transcript level,Otolith matrix protein 1,0.9447,0.999,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,40929796,0,0,0,0,0,0,
sp|Q1ECZ4|CASC3_DANRE,Q1ECZ4,CASC3_DANRE,casc3,754,Danio rerio,1:Experimental evidence at protein level,Protein CASC3,0.5227,0.956,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,575463490,0,0,0,0,0,0,0,
sp|Q1JPX3|SYFA_DANRE,Q1JPX3,SYFA_DANRE,farsa,497,Danio rerio,2:Experimental evidence at transcript level,Phenylalanine--tRNA ligase alpha subunit,1,0.999,14,80,80,80,20,22,21,17,20,22,21,17,20,22,21,17,2339202050,2135347460,1956517890,2476190210,490347136,356446464,316385440,404184160,
sp|Q1JPY5|CYP51_DANRE,Q1JPY5,CYP51_DANRE,cyp51,499,Danio rerio,1:Experimental evidence at protein level,Lanosterol 14-alpha demethylase,0.9983,0.9988,2,7,7,7,0,2,4,1,0,2,4,1,0,2,4,1,0,252413024,292142624,391764896,0,354989344,327870080,196459424,
sp|Q1JPY8|PSPC1_DANRE,Q1JPY8,PSPC1_DANRE,pspc1,512,Danio rerio,2:Experimental evidence at transcript level,Paraspeckle component 1,0.9965,0.9896,2,6,6,6,1,2,3,0,1,2,3,0,1,2,3,0,0,816605310,0,0,0,0,0,0,
sp|Q1JPZ7|PRP39_DANRE,Q1JPZ7,PRP39_DANRE,prpf39,752,Danio rerio,2:Experimental evidence at transcript level,Pre-mRNA-processing factor 39,1,0.999,16,61,61,61,13,23,9,16,13,23,9,16,13,23,9,16,2037026050,2339643140,1322840960,2719894020,446322400,374193120,312029536,537812420,
sp|Q1L673|VDRB_DANRE,Q1L673,VDRB_DANRE,vdrb,422,Danio rerio,2:Experimental evidence at transcript level,Vitamin D3 receptor B,0.9927,0.9976,1,5,0,5,1,1,1,2,0,0,0,0,1,1,1,2,259909616,152499536,0,0,259909616,152499536,0,0,
sp|Q1L864|JGN1B_DANRE,Q1L864,JGN1B_DANRE,jagn1b,183,Danio rerio,3:Protein inferred from homology,Protein jagunal homolog 1-B,0.4477,0.9792,1,2,2,2,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
sp|Q1L8F4|T178B_DANRE,Q1L8F4,T178B_DANRE,tmem178b,294,Danio rerio,2:Experimental evidence at transcript level,Transmembrane protein 178B,0.9421,0.9989,1,4,4,4,1,0,1,2,1,0,1,2,1,0,1,2,40268048,0,60349308,63793540,40268048,0,60349308,63793540,
sp|Q1L8L9|KAD2_DANRE,Q1L8L9,KAD2_DANRE,ak2,241,Danio rerio,2:Experimental evidence at transcript level,"Adenylate kinase 2, mitochondrial",1,0.999,5,29,29,29,9,13,4,3,9,13,4,3,9,13,4,3,830295420,821514110,463856544,233843872,445787008,405614272,253515376,338740864,
sp|Q1L8P7|TSP3B_DANRE,Q1L8P7,TSP3B_DANRE,thbs3b,929,Danio rerio,3:Protein inferred from homology,Thrombospondin-3b,0.738,0.9824,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,14123156,0,0,0,0,0,0,0,
sp|Q1L8Y7|SHOC2_DANRE,Q1L8Y7,SHOC2_DANRE,shoc2,561,Danio rerio,2:Experimental evidence at transcript level,Leucine-rich repeat protein SHOC-2,1,0.9987,3,4,4,4,2,0,1,1,2,0,1,1,2,0,1,1,533086368,290716608,243714784,443838848,293168256,155108576,180946112,200077232,
sp|Q1LUK1|MIC13_DANRE,Q1LUK1,MIC13_DANRE,micos13,111,Danio rerio,3:Protein inferred from homology,MICOS complex subunit MIC13,0.869,0.9974,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
sp|Q1LUT1|EDC4_DANRE,Q1LUT1,EDC4_DANRE,edc4,1384,Danio rerio,3:Protein inferred from homology,Enhancer of mRNA-decapping protein 4,1,0.9988,3,4,4,4,0,1,3,0,0,1,3,0,0,1,3,0,0,0,186138544,0,0,0,0,0,
sp|Q1LVE8|SF3B3_DANRE,Q1LVE8,SF3B3_DANRE,sf3b3,1217,Danio rerio,2:Experimental evidence at transcript level,Splicing factor 3B subunit 3,1,0.999,11,39,39,39,11,13,6,9,11,13,6,9,11,13,6,9,6638559200,7479597100,1086757630,1778319620,1753079810,1674360320,1942302340,2983153410,
sp|Q1LVF0|LAMC1_DANRE,Q1LVF0,LAMC1_DANRE,lamc1,1593,Danio rerio,2:Experimental evidence at transcript level,Laminin subunit gamma-1,1,0.999,11,52,52,52,12,13,12,15,12,13,12,15,12,13,12,15,612331390,681834880,1092510080,1662218620,192550576,264627680,344015040,439066144,
sp|Q1LXC9|INT3_DANRE,Q1LXC9,INT3_DANRE,ints3,1017,Danio rerio,2:Experimental evidence at transcript level,Integrator complex subunit 3,0.9996,0.999,1,3,3,3,0,1,2,0,0,1,2,0,0,1,2,0,0,29106334,30978824,0,0,29106334,30978824,0,
sp|Q1LXS2|PSMG2_DANRE,Q1LXS2,PSMG2_DANRE,psmg2,260,Danio rerio,2:Experimental evidence at transcript level,Proteasome assembly chaperone 2,0.36,0.9704,1,2,2,2,0,1,1,0,0,1,1,0,0,1,1,0,0,0,7501122.5,0,0,0,0,0,
sp|Q1LY51|ZN704_DANRE,Q1LY51,ZN704_DANRE,znf704,501,Danio rerio,3:Protein inferred from homology,Zinc finger protein 704,0.3338,0.9668,1,3,3,3,0,0,1,2,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,
sp|Q1MTD3|MCES_DANRE,Q1MTD3,MCES_DANRE,rnmt,400,Danio rerio,3:Protein inferred from homology,mRNA cap guanine-N7 methyltransferase,1,0.999,3,13,13,13,5,6,1,1,5,6,1,1,5,6,1,1,460640128,633737340,79815968,361330528,241408768,332230656,91383032,349310656,
sp|Q1MTI4|TPISA_DANRE,Q1MTI4,TPISA_DANRE,tpi1a,248,Danio rerio,2:Experimental evidence at transcript level,Triosephosphate isomerase A,1,0.999,11,30,30,72,9,10,6,5,9,10,6,5,24,21,14,13,830432640,656851900,418765664,408821888,265047856,223414688,202810928,260757360,
sp|Q1RLX4|TPC11_DANRE,Q1RLX4,TPC11_DANRE,trappc11,1132,Danio rerio,2:Experimental evidence at transcript level,Trafficking protein particle complex subunit 11,0.9198,0.9985,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,22720054,0,0,0,0,0,
sp|Q1RLY6|KMO_DANRE,Q1RLY6,KMO_DANRE,kmo,474,Danio rerio,2:Experimental evidence at transcript level,Kynurenine 3-monooxygenase,0.9428,0.999,1,2,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,131835088,0,0,0,0,0,0,
sp|Q1RM09|BASP1_DANRE,Q1RM09,BASP1_DANRE,basp1,197,Danio rerio,2:Experimental evidence at transcript level,Brain acid soluble protein 1 homolog,1,0.999,4,27,27,27,7,7,8,5,7,7,8,5,7,7,8,5,333541504,246418256,294342528,194162592,83246512,72589424,123444872,137961440,
sp|Q32LQ4|BHMT1_DANRE,Q32LQ4,BHMT1_DANRE,bhmt,400,Danio rerio,2:Experimental evidence at transcript level,Betaine--homocysteine S-methyltransferase 1,1,0.999,23,243,243,243,45,57,89,52,45,57,89,52,45,57,89,52,23551952900,21214627800,38580433000,23632724000,7390559700,6500228600,14189624300,7224409100,
sp|Q32LU7|PTCD3_DANRE,Q32LU7,PTCD3_DANRE,ptcd3,667,Danio rerio,2:Experimental evidence at transcript level,Small ribosomal subunit protein mS39,1,0.999,5,6,6,6,0,1,4,1,0,1,4,1,0,1,4,1,0,105646168,296418336,54106268,0,105797832,90332328,90594896,
sp|Q32PL1|PP1R7_DANRE,Q32PL1,PP1R7_DANRE,ppp1r7,345,Danio rerio,2:Experimental evidence at transcript level,Protein phosphatase 1 regulatory subunit 7,1,0.999,8,11,11,11,3,3,5,0,3,3,5,0,3,3,5,0,143031488,88922816,795889730,0,54149368,51108700,937823740,0,
sp|Q3B752|KTHY_DANRE,Q3B752,KTHY_DANRE,dtymk,212,Danio rerio,2:Experimental evidence at transcript level,Thymidylate kinase,0.9898,0.9968,1,2,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
sp|Q3B7H1|GALD1_DANRE,Q3B7H1,GALD1_DANRE,gatd1,213,Danio rerio,2:Experimental evidence at transcript level,Glutamine amidotransferase-like class 1 domain-containing protein 1,0.9357,0.9988,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,111011320,0,0,0,0,0,
sp|Q49HM9|GRK7A_DANRE,Q49HM9,GRK7A_DANRE,grk7a,549,Danio rerio,1:Experimental evidence at protein level,Rhodopsin kinase grk7a,1,0.999,25,124,124,124,35,44,20,25,35,44,20,25,35,44,20,25,8151069200,7385132000,6252031500,8115218400,1064629180,919140860,794174850,992699710,
sp|Q4H4B6|SCRIB_DANRE,Q4H4B6,SCRIB_DANRE,scrib,1724,Danio rerio,1:Experimental evidence at protein level,Protein scribble homolog,0.942,0.9989,1,2,2,2,0,1,1,0,0,1,1,0,0,1,1,0,86429336,79622112,50334876,0,86429336,79622112,50334876,0,
sp|Q4KM14|TSP1L_DANRE,Q4KM14,TSP1L_DANRE,trnau1apl,316,Danio rerio,2:Experimental evidence at transcript level,tRNA selenocysteine 1-associated protein 1-like,1,0.999,3,5,5,5,2,2,0,1,2,2,0,1,2,2,0,1,313397824,175133792,0,122078320,178599664,133323176,0,276729312,
sp|Q4KMC8|ALDCA_DANRE,Q4KMC8,ALDCA_DANRE,aldoca,364,Danio rerio,2:Experimental evidence at transcript level,Fructose-bisphosphate aldolase C-A,0.9544,0.9897,4,1,1,117,1,0,0,0,1,0,0,0,23,35,33,26,187973216,0,0,0,0,0,0,0,
sp|Q4QRJ7|EIF2A_DANRE,Q4QRJ7,EIF2A_DANRE,eif2a,580,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic translation initiation factor 2A,1,0.999,6,24,24,24,8,6,7,3,8,6,7,3,8,6,7,3,2250206980,2083881470,2051891840,3157394690,1662536450,1230178300,1331841150,1371399300,
sp|Q4QRK0|MAP11_DANRE,Q4QRK0,MAP11_DANRE,metap1,386,Danio rerio,2:Experimental evidence at transcript level,Methionine aminopeptidase 1,0.9961,0.9983,2,12,12,12,3,2,4,3,3,2,4,3,3,2,4,3,382181280,389570080,652146110,342397120,189178336,219112656,362897056,394297344,
sp|Q4TVV3|DDX46_DANRE,Q4TVV3,DDX46_DANRE,ddx46,1018,Danio rerio,2:Experimental evidence at transcript level,Probable ATP-dependent RNA helicase DDX46,1,0.9858,4,8,8,8,1,1,4,2,1,1,4,2,1,1,4,2,0,2824069120,2550673660,0,0,2824069120,2510415100,0,
sp|Q4U0S5|PAF1_DANRE,Q4U0S5,PAF1_DANRE,paf1,503,Danio rerio,1:Experimental evidence at protein level,RNA polymerase II-associated factor 1 homolog,0.9999,0.999,2,18,18,18,6,4,5,3,6,4,5,3,6,4,5,3,258305904,216097312,181195184,155191360,187071008,154667376,99108120,103468016,
sp|Q4V8X4|ACBD6_DANRE,Q4V8X4,ACBD6_DANRE,acbd6,300,Danio rerio,2:Experimental evidence at transcript level,Acyl-CoA-binding domain-containing protein 6,0.7393,0.994,1,2,2,2,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,
sp|Q4VBT1|FA1B1_DANRE,Q4VBT1,FA1B1_DANRE,fabp1b.1,128,Danio rerio,2:Experimental evidence at transcript level,Fatty acid binding protein 1-B.1,1,0.999,4,87,87,87,23,22,23,19,23,22,23,19,23,22,23,19,1136955780,1554919940,1246430340,1829162370,756873540,1131727490,790540220,1329114370,
sp|Q4VBV9|NIT2_DANRE,Q4VBV9,NIT2_DANRE,nit2,277,Danio rerio,2:Experimental evidence at transcript level,Omega-amidase NIT2,1,0.999,5,20,20,20,9,5,3,3,9,5,3,3,9,5,3,3,789015170,702659140,601505660,835855420,531978016,559160320,601505660,590534270,
sp|Q502D1|GLOD5_DANRE,Q502D1,GLOD5_DANRE,glod5,163,Danio rerio,2:Experimental evidence at transcript level,Glyoxalase domain-containing protein 5,0.9438,0.999,1,3,3,3,1,1,1,0,1,1,1,0,1,1,1,0,0,0,95220208,0,0,0,0,0,
sp|Q503C8|NUDC1_DANRE,Q503C8,NUDC1_DANRE,nudcd1,585,Danio rerio,2:Experimental evidence at transcript level,NudC domain-containing protein 1,1,0.9985,4,7,7,7,1,1,4,1,1,1,4,1,1,1,4,1,0,0,119867584,150632208,0,0,0,0,
sp|Q503E9|IMA6_DANRE,Q503E9,IMA6_DANRE,kpna5,539,Danio rerio,2:Experimental evidence at transcript level,Importin subunit alpha-6,1,0.999,3,9,9,9,1,3,4,1,1,3,4,1,1,3,4,1,183829376,188456064,121039096,108699384,183829376,116573760,79622352,108699384,
sp|Q503I8|NGLY1_DANRE,Q503I8,NGLY1_DANRE,ngly1,644,Danio rerio,2:Experimental evidence at transcript level,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,0.9862,0.9887,3,5,5,5,0,1,2,2,0,1,2,2,0,1,2,2,0,0,7575055,0,0,0,0,0,
sp|Q503L9|NXN_DANRE,Q503L9,NXN_DANRE,nxn,418,Danio rerio,2:Experimental evidence at transcript level,Nucleoredoxin,0.8463,0.9969,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,37035672,0,0,0,0,0,
