Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,5dpf_1 Spectral Count,5dpf_2 Spectral Count,5dpf_1 Unique Spectral Count,5dpf_2 Unique Spectral Count,5dpf_1 Total Spectral Count,5dpf_2 Total Spectral Count,5dpf_1 Intensity,5dpf_2 Intensity,Indistinguishable Proteins
sp|Q0VA82|MFSD8_DANRE,Q0VA82,MFSD8_DANRE,mfsd8,504,Danio rerio,2:Experimental evidence at transcript level,Major facilitator superfamily domain-containing protein 8,0.5616,0.9776,1,2,2,2,1,1,1,1,1,1,158620640,113315120,
sp|Q0VFV6|SELS_DANRE,Q0VFV6,SELS_DANRE,vimp,190,Danio rerio,2:Experimental evidence at transcript level,Selenoprotein S,0.9915,0.9971,2,4,4,4,2,2,2,2,2,2,36425760,32148106,
sp|Q0VIL3|OTOMP_DANRE,Q0VIL3,OTOMP_DANRE,otomp,371,Danio rerio,2:Experimental evidence at transcript level,Otolith matrix protein 1,1,0.999,18,61,61,61,33,28,33,28,33,28,2989382140,1721886980,
sp|Q155U0|VPS51_DANRE,Q155U0,VPS51_DANRE,vps51,827,Danio rerio,2:Experimental evidence at transcript level,Vacuolar protein sorting-associated protein 51 homolog,1,0.9988,5,6,6,6,3,3,3,3,3,3,1926641150,4751692300,
sp|Q1AMT3|FAB1A_DANRE,Q1AMT3,FAB1A_DANRE,fabp1a,127,Danio rerio,2:Experimental evidence at transcript level,"Fatty acid binding protein 1-A, liver",0.9537,0.9986,1,2,2,2,1,1,1,1,1,1,49005344,116384264,
sp|Q1ECZ4|CASC3_DANRE,Q1ECZ4,CASC3_DANRE,casc3,754,Danio rerio,1:Experimental evidence at protein level,Protein CASC3,0.9997,0.9973,3,4,4,4,3,1,3,1,3,1,86392064,39776988,
sp|Q1ED21|NR2CA_DANRE,Q1ED21,NR2CA_DANRE,nr2c2ap,141,Danio rerio,2:Experimental evidence at transcript level,Nuclear receptor 2C2-associated protein,1,0.999,6,8,8,8,5,3,5,3,5,3,236758816,144602912,
sp|Q1JPX3|SYFA_DANRE,Q1JPX3,SYFA_DANRE,farsa,497,Danio rerio,2:Experimental evidence at transcript level,Phenylalanine--tRNA ligase alpha subunit,1,0.999,20,69,69,69,40,29,40,29,40,29,2703368700,1584221820,
sp|Q1JPY4|TBPL2_DANRE,Q1JPY4,TBPL2_DANRE,tbpl2,312,Danio rerio,1:Experimental evidence at protein level,TATA box-binding protein-like 2,1,0.9988,2,4,0,4,3,1,0,0,3,1,105417040,16769709,sp|Q7SXL3|TBP_DANRE
sp|Q1JPY5|CYP51_DANRE,Q1JPY5,CYP51_DANRE,cyp51,499,Danio rerio,1:Experimental evidence at protein level,Lanosterol 14-alpha demethylase,0.872,0.9957,1,1,1,1,1,0,1,0,1,0,30501188,0,
sp|Q1JPY8|PSPC1_DANRE,Q1JPY8,PSPC1_DANRE,pspc1,512,Danio rerio,2:Experimental evidence at transcript level,Paraspeckle component 1,1,0.999,14,38,38,38,22,16,22,16,22,16,4629442600,4078476800,
sp|Q1JPZ3|SRC_DANRE,Q1JPZ3,SRC_DANRE,src,534,Danio rerio,1:Experimental evidence at protein level,Proto-oncogene tyrosine-protein kinase Src,1,0.999,12,11,11,25,7,4,7,4,14,11,466536096,316044800,
sp|Q1JPZ7|PRP39_DANRE,Q1JPZ7,PRP39_DANRE,prpf39,752,Danio rerio,2:Experimental evidence at transcript level,Pre-mRNA-processing factor 39,1,0.999,26,91,91,91,48,43,48,43,48,43,4263150850,3254605820,
sp|Q1L673|VDRB_DANRE,Q1L673,VDRB_DANRE,vdrb,422,Danio rerio,2:Experimental evidence at transcript level,Vitamin D3 receptor B,1,0.999,4,5,1,5,4,1,1,0,4,1,114656400,29051674,
sp|Q1L8D2|MANEL_DANRE,Q1L8D2,MANEL_DANRE,maneal,442,Danio rerio,3:Protein inferred from homology,"Glycoprotein endo-alpha-1,2-mannosidase-like protein",0.9228,0.9964,2,2,2,2,1,1,1,1,1,1,18591148,33715612,
sp|Q1L8F4|T178B_DANRE,Q1L8F4,T178B_DANRE,tmem178b,294,Danio rerio,2:Experimental evidence at transcript level,Transmembrane protein 178B,0.9539,0.9986,1,1,1,1,1,0,1,0,1,0,38252044,0,
sp|Q1L8G7|GATD1_DANRE,Q1L8G7,GATD1_DANRE,gatad1,242,Danio rerio,2:Experimental evidence at transcript level,GATA zinc finger domain-containing protein 1,0.967,0.999,1,1,1,1,1,0,1,0,1,0,21273314,0,
sp|Q1L8L9|KAD2_DANRE,Q1L8L9,KAD2_DANRE,ak2,241,Danio rerio,2:Experimental evidence at transcript level,"Adenylate kinase 2, mitochondrial",1,0.999,21,178,178,178,97,81,97,81,97,81,13373128700,10171641900,
sp|Q1L8P7|TSP3B_DANRE,Q1L8P7,TSP3B_DANRE,thbs3b,929,Danio rerio,3:Protein inferred from homology,Thrombospondin-3b,1,0.999,7,11,11,13,5,6,5,6,6,7,267205120,178498208,
sp|Q1L8U8|STB1A_DANRE,Q1L8U8,STB1A_DANRE,setdb1a,1436,Danio rerio,3:Protein inferred from homology,Histone-lysine N-methyltransferase SETDB1-A,0.9938,0.9986,3,3,3,3,1,2,1,2,1,2,12980588,187037056,
sp|Q1L987|ATPF1_DANRE,Q1L987,ATPF1_DANRE,atpaf1,302,Danio rerio,2:Experimental evidence at transcript level,ATP synthase mitochondrial F1 complex assembly factor 1,1,0.999,4,7,7,7,5,2,5,2,5,2,346183808,87712144,
sp|Q1L994|PPR37_DANRE,Q1L994,PPR37_DANRE,ppp1r37,919,Danio rerio,2:Experimental evidence at transcript level,Protein phosphatase 1 regulatory subunit 37,0.9936,0.999,1,3,3,3,1,2,1,2,1,2,170034656,48225304,
sp|Q1LU93|ABITM_DANRE,Q1LU93,ABITM_DANRE,abitram,177,Danio rerio,2:Experimental evidence at transcript level,Protein Abitram,0.9893,0.999,2,3,3,3,2,1,2,1,2,1,45729892,37120848,
sp|Q1LU99|RIPR2_DANRE,Q1LU99,RIPR2_DANRE,ripor2,1083,Danio rerio,2:Experimental evidence at transcript level,Rho family-interacting cell polarization regulator 2,0.441,0.9641,2,4,4,4,2,2,2,2,2,2,140493920,33178560,
sp|Q1LUA6|TRIO_DANRE,Q1LUA6,TRIO_DANRE,trio,3028,Danio rerio,3:Protein inferred from homology,Triple functional domain protein,1,0.999,11,12,12,12,11,1,11,1,11,1,197849936,9388589,
sp|Q1LUC1|5MP1_DANRE,Q1LUC1,5MP1_DANRE,bzw2,421,Danio rerio,2:Experimental evidence at transcript level,eIF5-mimic protein 1,1,0.999,8,5,5,22,3,2,3,2,11,11,136638528,153837504,
sp|Q1LUC3|KAT2B_DANRE,Q1LUC3,KAT2B_DANRE,kat2b,796,Danio rerio,2:Experimental evidence at transcript level,Histone acetyltransferase KAT2B,0.9895,0.9929,3,4,3,4,3,1,2,1,3,1,117458880,61299284,
sp|Q1LUI2|HDDC2_DANRE,Q1LUI2,HDDC2_DANRE,hddc2,200,Danio rerio,2:Experimental evidence at transcript level,5'-deoxynucleotidase HDDC2,1,0.999,8,24,24,24,14,10,14,10,14,10,680350340,395085472,
sp|Q1LUK1|MIC13_DANRE,Q1LUK1,MIC13_DANRE,micos13,111,Danio rerio,3:Protein inferred from homology,MICOS complex subunit MIC13,1,0.9986,3,5,5,5,4,1,4,1,4,1,232027456,2384637.2,
sp|Q1LUM3|ENDUC_DANRE,Q1LUM3,ENDUC_DANRE,endouc,309,Danio rerio,2:Experimental evidence at transcript level,Uridylate-specific endoribonuclease C,1,0.9936,7,7,7,7,5,2,5,2,5,2,115003984,65070276,
sp|Q1LUS8|RBP10_DANRE,Q1LUS8,RBP10_DANRE,ranbp10,604,Danio rerio,3:Protein inferred from homology,Ran-binding protein 10,0.9669,0.999,1,1,1,1,1,0,1,0,1,0,17795194,0,
sp|Q1LUT1|EDC4_DANRE,Q1LUT1,EDC4_DANRE,edc4,1384,Danio rerio,3:Protein inferred from homology,Enhancer of mRNA-decapping protein 4,1,0.999,21,53,53,53,27,26,27,26,27,26,2287568640,2020420220,
sp|Q1LV17|I2BP1_DANRE,Q1LV17,I2BP1_DANRE,irf2bp1,605,Danio rerio,2:Experimental evidence at transcript level,Interferon regulatory factor 2-binding protein 1,1,0.999,5,7,7,7,6,1,6,1,6,1,277737408,113770472,
sp|Q1LV46|ABHEA_DANRE,Q1LV46,ABHEA_DANRE,abhd14a,270,Danio rerio,2:Experimental evidence at transcript level,Protein ABHD14A,1,0.999,6,9,9,9,4,5,4,5,4,5,248246080,231116880,
sp|Q1LVE8|SF3B3_DANRE,Q1LVE8,SF3B3_DANRE,sf3b3,1217,Danio rerio,2:Experimental evidence at transcript level,Splicing factor 3B subunit 3,1,0.999,53,192,192,192,101,91,101,91,101,91,17676314600,10956570600,
sp|Q1LVF0|LAMC1_DANRE,Q1LVF0,LAMC1_DANRE,lamc1,1593,Danio rerio,2:Experimental evidence at transcript level,Laminin subunit gamma-1,1,0.999,78,323,323,323,169,154,169,154,169,154,28103813100,19198246900,
sp|Q1LVI2|YJEN3_DANRE,Q1LVI2,YJEN3_DANRE,yjefn3,246,Danio rerio,1:Experimental evidence at protein level,YjeF N-terminal domain-containing 3,1,0.999,8,29,29,29,16,13,16,13,16,13,1053895040,3017464060,
sp|Q1LVN8|SELO1_DANRE,Q1LVN8,SELO1_DANRE,selenoo1,692,Danio rerio,3:Protein inferred from homology,"Protein adenylyltransferase SelO-1, mitochondrial",0.996,0.9888,4,4,4,4,2,2,2,2,2,2,334328224,438138176,
sp|Q1LVP6|ABRX1_DANRE,Q1LVP6,ABRX1_DANRE,abraxas1,391,Danio rerio,2:Experimental evidence at transcript level,BRCA1-A complex subunit Abraxas 1,0.8031,0.9929,1,1,1,1,0,1,0,1,0,1,0,1659170,
sp|Q1LW01|HE12_DANRE,Q1LW01,HE12_DANRE,he1.2,263,Danio rerio,1:Experimental evidence at protein level,Hatching enzyme 1.2,1,0.999,9,18,18,18,11,7,11,7,11,7,701533500,438896448,
sp|Q1LWB0|TXB1A_DANRE,Q1LWB0,TXB1A_DANRE,tax1bp1a,781,Danio rerio,2:Experimental evidence at transcript level,Tax1-binding protein 1 homolog A,0.6477,0.9783,2,2,1,2,2,0,1,0,2,0,26914112,0,
sp|Q1LWC2|T106B_DANRE,Q1LWC2,T106B_DANRE,tmem106b,267,Danio rerio,3:Protein inferred from homology,Transmembrane protein 106B,0.9929,0.9981,2,3,3,3,1,2,1,2,1,2,32922668,54990680,
sp|Q1LWJ6|ARPIN_DANRE,Q1LWJ6,ARPIN_DANRE,arpin,226,Danio rerio,2:Experimental evidence at transcript level,Arpin,0.4148,0.9602,1,1,1,1,1,0,1,0,1,0,40551976,0,
sp|Q1LWV4|LHX9_DANRE,Q1LWV4,LHX9_DANRE,lhx9,396,Danio rerio,2:Experimental evidence at transcript level,LIM/homeobox protein Lhx9,0.9509,0.9985,1,2,2,2,2,0,2,0,2,0,33897348,0,
sp|Q1LWV7|MEAK7_DANRE,Q1LWV7,MEAK7_DANRE,meak7,450,Danio rerio,2:Experimental evidence at transcript level,MTOR-associated protein MEAK7,0.8536,0.995,2,2,2,2,2,0,2,0,2,0,34439796,0,
sp|Q1LWX3|NTAQ1_DANRE,Q1LWX3,NTAQ1_DANRE,ntaq1,202,Danio rerio,2:Experimental evidence at transcript level,Protein N-terminal glutamine amidohydrolase,0.92490000000000006,0.9951,2,3,3,3,3,0,3,0,3,0,35555136,0,
sp|Q1LWZ0|CLXN_DANRE,Q1LWZ0,CLXN_DANRE,clxn,210,Danio rerio,2:Experimental evidence at transcript level,Calaxin,0.9642,0.9989,1,1,1,1,1,0,1,0,1,0,24426258,0,
sp|Q1LXC9|INT3_DANRE,Q1LXC9,INT3_DANRE,ints3,1017,Danio rerio,2:Experimental evidence at transcript level,Integrator complex subunit 3,1,0.9987,5,7,7,7,5,2,5,2,5,2,1805881470,1479220220,
sp|Q1LXE6|TT39C_DANRE,Q1LXE6,TT39C_DANRE,ttc39c,579,Danio rerio,2:Experimental evidence at transcript level,Tetratricopeptide repeat protein 39C,0.8963,0.9621,1,24,24,24,9,15,9,15,9,15,68033266000,29362649100,
sp|Q1LXK4|M10B1_DANRE,Q1LXK4,M10B1_DANRE,mov10b.1,1013,Danio rerio,2:Experimental evidence at transcript level,Putative helicase mov-10-B.1,1,0.999,12,17,13,17,9,8,7,6,9,8,404926848,223611552,
sp|Q1LXS2|PSMG2_DANRE,Q1LXS2,PSMG2_DANRE,psmg2,260,Danio rerio,2:Experimental evidence at transcript level,Proteasome assembly chaperone 2,1,0.9988,5,10,10,10,6,4,6,4,6,4,236864336,193045936,
sp|Q1LY10|FSD1_DANRE,Q1LY10,FSD1_DANRE,fsd1,495,Danio rerio,3:Protein inferred from homology,Fibronectin type III and SPRY domain-containing protein 1,1,0.999,6,7,7,7,4,3,4,3,4,3,112543696,355723648,
sp|Q1LY46|LETM1_DANRE,Q1LY46,LETM1_DANRE,letm1,757,Danio rerio,3:Protein inferred from homology,Mitochondrial proton/calcium exchanger protein,1,0.999,7,11,11,11,7,4,7,4,7,4,507450880,411285632,
sp|Q1LY51|ZN704_DANRE,Q1LY51,ZN704_DANRE,znf704,501,Danio rerio,3:Protein inferred from homology,Zinc finger protein 704,0.9382,0.9981,1,2,2,2,1,1,1,1,1,1,83067024,61606152,
sp|Q1LYB6|ATF1B_DANRE,Q1LYB6,ATF1B_DANRE,atp5if1b,107,Danio rerio,3:Protein inferred from homology,"ATPase inhibitor B, mitochondrial",1,0.999,9,15,15,15,9,6,9,6,9,6,428548224,297788064,
sp|Q1LYE3|ZN143_DANRE,Q1LYE3,ZN143_DANRE,znf143,623,Danio rerio,2:Experimental evidence at transcript level,Zinc finger protein 143,0.9906,0.9924,3,3,3,3,3,0,3,0,3,0,50440228,0,
sp|Q1LYG0|SPD2A_DANRE,Q1LYG0,SPD2A_DANRE,sh3pxd2a,1119,Danio rerio,3:Protein inferred from homology,SH3 and PX domain-containing protein 2A,1,0.9984,5,13,13,13,8,5,8,5,8,5,355505888,1237289090,
sp|Q1MTD3|MCES_DANRE,Q1MTD3,MCES_DANRE,rnmt,400,Danio rerio,3:Protein inferred from homology,mRNA cap guanine-N7 methyltransferase,1,0.999,14,52,52,52,28,24,28,24,28,24,2900409600,2016418430,
sp|Q1MTE5|ARL3_DANRE,Q1MTE5,ARL3_DANRE,arl3,182,Danio rerio,2:Experimental evidence at transcript level,ADP-ribosylation factor-like protein 3,1,0.999,9,33,33,33,18,15,18,15,18,15,3079783680,1916743420,
sp|Q1MTI4|TPISA_DANRE,Q1MTI4,TPISA_DANRE,tpi1a,248,Danio rerio,2:Experimental evidence at transcript level,Triosephosphate isomerase A,1,0.999,21,122,122,350,62,60,62,60,183,167,19051411500,13719630800,
sp|Q1RLX4|TPC11_DANRE,Q1RLX4,TPC11_DANRE,trappc11,1132,Danio rerio,2:Experimental evidence at transcript level,Trafficking protein particle complex subunit 11,1,0.999,4,4,4,4,4,0,4,0,4,0,275859264,0,
sp|Q1RLY6|KMO_DANRE,Q1RLY6,KMO_DANRE,kmo,474,Danio rerio,2:Experimental evidence at transcript level,Kynurenine 3-monooxygenase,1,0.999,13,25,25,25,16,9,16,9,16,9,788485760,292558752,
sp|Q1RM09|BASP1_DANRE,Q1RM09,BASP1_DANRE,basp1,197,Danio rerio,2:Experimental evidence at transcript level,Brain acid soluble protein 1 homolog,1,0.999,4,9,9,9,6,3,6,3,6,3,343311264,226112176,
sp|Q20JQ7|SC4AB_DANRE,Q20JQ7,SC4AB_DANRE,scn4ab,1784,Danio rerio,2:Experimental evidence at transcript level,Sodium channel protein type 4 subunit alpha B,0.7095,0.9881,1,1,1,1,1,0,1,0,1,0,0,0,
sp|Q29RB1|COG4_DANRE,Q29RB1,COG4_DANRE,cog4,781,Danio rerio,1:Experimental evidence at protein level,Conserved oligomeric Golgi complex subunit 4,0.9941,0.9989,3,4,4,4,3,1,3,1,3,1,76987200,27156846,
sp|Q29RB4|OLF3A_DANRE,Q29RB4,OLF3A_DANRE,olfml3a,390,Danio rerio,2:Experimental evidence at transcript level,Olfactomedin-like protein 3A,1,0.999,4,15,15,15,9,6,9,6,9,6,533552352,199370928,
sp|Q2I6J1|SHP2A_DANRE,Q2I6J1,SHP2A_DANRE,inppl1a,1266,Danio rerio,2:Experimental evidence at transcript level,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2A",0.966,0.999,1,2,2,2,1,1,1,1,1,1,0,86380480,
sp|Q2L6K8|CNPY4_DANRE,Q2L6K8,CNPY4_DANRE,cnpy4,217,Danio rerio,2:Experimental evidence at transcript level,Protein canopy 4,1,0.999,9,19,19,19,11,8,11,8,11,8,932700220,726566780,
sp|Q2L6L1|CNPY1_DANRE,Q2L6L1,CNPY1_DANRE,cnpy1,187,Danio rerio,1:Experimental evidence at protein level,Protein canopy-1,1,0.999,8,20,20,20,13,7,13,7,13,7,1253383170,825075140,
sp|Q2PW47|MED24_DANRE,Q2PW47,MED24_DANRE,med24,989,Danio rerio,2:Experimental evidence at transcript level,Mediator of RNA polymerase II transcription subunit 24,0.9995,0.9988,3,3,3,3,2,1,2,1,2,1,16578769,0,
sp|Q2QCI8|MED12_DANRE,Q2QCI8,MED12_DANRE,med12,2173,Danio rerio,2:Experimental evidence at transcript level,Mediator of RNA polymerase II transcription subunit 12,1,0.9935,6,9,9,9,4,5,4,5,4,5,394672480,990465660,
sp|Q2YDR3|IMPA3_DANRE,Q2YDR3,IMPA3_DANRE,bpnt2,341,Danio rerio,2:Experimental evidence at transcript level,Inositol monophosphatase 3,1,0.999,11,38,38,38,24,14,24,14,24,14,2271669760,1426213500,
sp|Q32LQ4|BHMT1_DANRE,Q32LQ4,BHMT1_DANRE,bhmt,400,Danio rerio,2:Experimental evidence at transcript level,Betaine--homocysteine S-methyltransferase 1,1,0.999,42,846,846,846,430,416,430,416,430,416,278253404000,225592738000,
sp|Q32LT7|TTYH3_DANRE,Q32LT7,TTYH3_DANRE,ttyh3b,560,Danio rerio,2:Experimental evidence at transcript level,Protein tweety homolog 3,0.9987,0.999,3,5,5,5,4,1,4,1,4,1,274793728,56228952,
sp|Q32LT9|P2011_DANRE,Q32LT9,P2011_DANRE,pm20d1.1,515,Danio rerio,2:Experimental evidence at transcript level,N-fatty-acyl-amino acid synthase/hydrolase PM20D1.1,0.9638,0.9989,1,1,1,1,1,0,1,0,1,0,29345240,0,
sp|Q32LU1|MIRO2_DANRE,Q32LU1,MIRO2_DANRE,rhot2,617,Danio rerio,2:Experimental evidence at transcript level,Mitochondrial Rho GTPase 2,1,0.999,5,11,9,11,6,5,5,4,6,5,315845792,204050656,
sp|Q32LU7|PTCD3_DANRE,Q32LU7,PTCD3_DANRE,ptcd3,667,Danio rerio,2:Experimental evidence at transcript level,Small ribosomal subunit protein mS39,0.9951,0.9989,2,3,3,3,2,1,2,1,2,1,141500320,87416416,
sp|Q32PL1|PP1R7_DANRE,Q32PL1,PP1R7_DANRE,ppp1r7,345,Danio rerio,2:Experimental evidence at transcript level,Protein phosphatase 1 regulatory subunit 7,1,0.999,23,83,83,83,42,41,42,41,42,41,7219830300,5129054700,
sp|Q32PR0|T55BA_DANRE,Q32PR0,T55BA_DANRE,tmem55ba,270,Danio rerio,2:Experimental evidence at transcript level,"Type I phosphatidylinositol 4,5-bisphosphate 4-phosphatase-A",0.3965,0.9572,1,1,0,1,0,1,0,0,0,1,0,56109768,sp|Q66I51|T55BB_DANRE
sp|Q32PV0|GULP1_DANRE,Q32PV0,GULP1_DANRE,gulp1,300,Danio rerio,2:Experimental evidence at transcript level,PTB domain-containing engulfment adapter protein 1,0.9975,0.9776,3,22,22,22,10,12,10,12,10,12,11088685100,9259307000,
sp|Q32PW3|TAF2_DANRE,Q32PW3,TAF2_DANRE,taf2,1191,Danio rerio,2:Experimental evidence at transcript level,Transcription initiation factor TFIID subunit 2,0.4329,0.963,1,1,1,1,1,0,1,0,1,0,0,0,
sp|Q3B736|ATGA1_DANRE,Q3B736,ATGA1_DANRE,atg101,218,Danio rerio,2:Experimental evidence at transcript level,Autophagy-related protein 101,1,0.999,6,8,8,8,7,1,7,1,7,1,239341072,64027380,
sp|Q3B752|KTHY_DANRE,Q3B752,KTHY_DANRE,dtymk,212,Danio rerio,2:Experimental evidence at transcript level,Thymidylate kinase,1,0.999,6,13,13,13,8,5,8,5,8,5,382723872,259545584,
sp|Q3B7H1|GALD1_DANRE,Q3B7H1,GALD1_DANRE,gatd1,213,Danio rerio,2:Experimental evidence at transcript level,Glutamine amidotransferase-like class 1 domain-containing protein 1,1,0.999,8,22,22,22,12,10,12,10,12,10,2203552510,1246385790,
sp|Q3B7Q7|NUBP2_DANRE,Q3B7Q7,NUBP2_DANRE,nubp2,268,Danio rerio,2:Experimental evidence at transcript level,Cytosolic Fe-S cluster assembly factor nubp2,0.6534,0.9635,2,4,4,4,2,2,2,2,2,2,369768192,94863024,
sp|Q3KRG3|TSR2_DANRE,Q3KRG3,TSR2_DANRE,tsr2,181,Danio rerio,2:Experimental evidence at transcript level,Pre-rRNA-processing protein TSR2 homolog,1,0.999,3,5,5,5,2,3,2,3,2,3,184869120,276930400,
sp|Q3LSS0|C19L2_DANRE,Q3LSS0,C19L2_DANRE,cwf19l2,960,Danio rerio,2:Experimental evidence at transcript level,CWF19-like protein 2,0.9996,0.9989,3,4,4,4,2,2,2,2,2,2,84701024,60530152,
sp|Q498P2|RT35_DANRE,Q498P2,RT35_DANRE,mrps35,330,Danio rerio,2:Experimental evidence at transcript level,Small ribosomal subunit protein mS35,0.833,0.9941,1,2,2,2,1,1,1,1,1,1,2798732.8,2259177.8,
sp|Q49HM9|GRK7A_DANRE,Q49HM9,GRK7A_DANRE,grk7a,549,Danio rerio,1:Experimental evidence at protein level,Rhodopsin kinase grk7a,1,0.999,20,52,50,52,26,26,25,25,26,26,2202269180,1735621630,
sp|Q4G3H4|IKKA_DANRE,Q4G3H4,IKKA_DANRE,chuk,758,Danio rerio,1:Experimental evidence at protein level,Inhibitor of nuclear factor kappa-B kinase subunit alpha,0.9704,0.9873,4,8,6,8,4,4,3,3,4,4,292313664,71090016,
sp|Q4H4B6|SCRIB_DANRE,Q4H4B6,SCRIB_DANRE,scrib,1724,Danio rerio,1:Experimental evidence at protein level,Protein scribble homolog,1,0.999,12,20,20,20,12,8,12,8,12,8,694772480,266340288,
sp|Q4KM14|TSP1L_DANRE,Q4KM14,TSP1L_DANRE,trnau1apl,316,Danio rerio,2:Experimental evidence at transcript level,tRNA selenocysteine 1-associated protein 1-like,1,0.999,10,32,32,32,18,14,18,14,18,14,3814117630,4764705800,
sp|Q4KMC8|ALDCA_DANRE,Q4KMC8,ALDCA_DANRE,aldoca,364,Danio rerio,2:Experimental evidence at transcript level,Fructose-bisphosphate aldolase C-A,1,0.999,16,62,37,143,36,26,23,14,75,68,31444846600,23271622700,
sp|Q4KMD7|STPAP_DANRE,Q4KMD7,STPAP_DANRE,tut1,797,Danio rerio,2:Experimental evidence at transcript level,Speckle targeted PIP5K1A-regulated poly(A) polymerase,0.9998,0.9984,4,6,6,6,4,2,4,2,4,2,245485216,73778576,
sp|Q4KME6|GGYF2_DANRE,Q4KME6,GGYF2_DANRE,gigyf2,1329,Danio rerio,2:Experimental evidence at transcript level,GRB10-interacting GYF protein 2,1,0.999,7,14,14,14,9,5,9,5,9,5,358242240,233023408,
sp|Q4QRF4|H32_DANRE,Q4QRF4,H32_DANRE,zgc:113984,136,Danio rerio,2:Experimental evidence at transcript level,Histone H3.2,1,0.999,15,310,12,310,173,137,7,5,173,137,222439588000,145599627000,
sp|Q4QRF7|LEG1B_DANRE,Q4QRF7,LEG1B_DANRE,leg1b,364,Danio rerio,1:Experimental evidence at protein level,Protein leg1b,0.9865,0.9987,5,1,1,18,1,0,1,0,13,5,230842352,0,
sp|Q4QRJ7|EIF2A_DANRE,Q4QRJ7,EIF2A_DANRE,eif2a,580,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic translation initiation factor 2A,1,0.999,20,68,68,68,41,27,41,27,41,27,4460480500,3153381890,
sp|Q4QRK0|MAP11_DANRE,Q4QRK0,MAP11_DANRE,metap1,386,Danio rerio,2:Experimental evidence at transcript level,Methionine aminopeptidase 1,1,0.999,22,104,104,104,58,46,58,46,58,46,5570427400,3720493060,
sp|Q4TVV3|DDX46_DANRE,Q4TVV3,DDX46_DANRE,ddx46,1018,Danio rerio,2:Experimental evidence at transcript level,Probable ATP-dependent RNA helicase DDX46,1,0.9983,6,8,8,8,3,5,3,5,3,5,182346240,205492400,
sp|Q4U0S5|PAF1_DANRE,Q4U0S5,PAF1_DANRE,paf1,503,Danio rerio,1:Experimental evidence at protein level,RNA polymerase II-associated factor 1 homolog,0.9943,0.9986,2,3,3,3,2,1,2,1,2,1,43221684,11281532,
sp|Q4V8T0|MIOX_DANRE,Q4V8T0,MIOX_DANRE,miox,278,Danio rerio,2:Experimental evidence at transcript level,Inositol oxygenase,1,0.999,4,5,5,5,4,1,4,1,4,1,148778496,28435648,
sp|Q4V8U5|ANO10_DANRE,Q4V8U5,ANO10_DANRE,ano10,646,Danio rerio,2:Experimental evidence at transcript level,Anoctamin-10,1,0.999,9,21,21,21,11,10,11,10,11,10,593679100,355743936,
sp|Q4V8W7|UBTD1_DANRE,Q4V8W7,UBTD1_DANRE,ubtd1,227,Danio rerio,2:Experimental evidence at transcript level,Ubiquitin domain-containing protein 1,0.9973,0.999,4,7,3,7,4,3,2,1,4,3,890589890,102976048,
sp|Q4V8X0|TPRA1_DANRE,Q4V8X0,TPRA1_DANRE,tpra1,378,Danio rerio,2:Experimental evidence at transcript level,Transmembrane protein adipocyte-associated 1 homolog,0.5461,0.9762,1,9,9,9,6,3,6,3,6,3,1073241410,704314300,
sp|Q4V8X4|ACBD6_DANRE,Q4V8X4,ACBD6_DANRE,acbd6,300,Danio rerio,2:Experimental evidence at transcript level,Acyl-CoA-binding domain-containing protein 6,1,0.999,6,10,10,10,6,4,6,4,6,4,538831620,370553664,
sp|Q4V8Y6|ERGI1_DANRE,Q4V8Y6,ERGI1_DANRE,ergic1,290,Danio rerio,2:Experimental evidence at transcript level,Endoplasmic reticulum-Golgi intermediate compartment protein 1,0.9499,0.9979,2,5,5,5,3,2,3,2,3,2,75912840,39441324,
sp|Q4V909|CCD22_DANRE,Q4V909,CCD22_DANRE,ccdc22,639,Danio rerio,2:Experimental evidence at transcript level,Coiled-coil domain-containing protein 22,1,0.9987,5,8,8,8,4,4,4,4,4,4,162385728,93178904,
sp|Q4V920|PACN1_DANRE,Q4V920,PACN1_DANRE,pacsin1b,445,Danio rerio,1:Experimental evidence at protein level,Protein kinase C and casein kinase substrate in neurons protein 1,1,0.999,14,31,31,31,16,15,16,15,16,15,1199043330,482927840,
sp|Q4V9P6|ADAL_DANRE,Q4V9P6,ADAL_DANRE,adal,348,Danio rerio,2:Experimental evidence at transcript level,Adenosine deaminase-like protein,1,0.999,12,27,27,27,16,11,16,11,16,11,1409488640,671831940,
sp|Q4V9P9|NOL11_DANRE,Q4V9P9,NOL11_DANRE,nol11,708,Danio rerio,2:Experimental evidence at transcript level,Nucleolar protein 11-like,1,0.999,13,22,22,22,12,10,12,10,12,10,1003714110,537943040,
sp|Q4VBI2|IR3IP_DANRE,Q4VBI2,IR3IP_DANRE,ier3ip1,82,Danio rerio,3:Protein inferred from homology,Immediate early response 3-interacting protein 1,0.9805,0.999,2,3,3,3,2,1,2,1,2,1,69533552,31256150,
