Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,Set_1_1 Spectral Count,Set_1_2 Spectral Count,Set_1_3 Spectral Count,Set_2_1 Spectral Count,Set_2_2 Spectral Count,Set_2_3 Spectral Count,Set_1_1 Unique Spectral Count,Set_1_2 Unique Spectral Count,Set_1_3 Unique Spectral Count,Set_2_1 Unique Spectral Count,Set_2_2 Unique Spectral Count,Set_2_3 Unique Spectral Count,Set_1_1 Total Spectral Count,Set_1_2 Total Spectral Count,Set_1_3 Total Spectral Count,Set_2_1 Total Spectral Count,Set_2_2 Total Spectral Count,Set_2_3 Total Spectral Count,Set_1_1_7-10dpf_Intensity,Set_1_2_7-10dpf_Intensity,Set_1_3_7-10dpf_Intensity,Set_2_1_7-10dpf_Intensity,Set_2_2_7-10dpf_Intensity,Set_2_3_7-10dpf_Intensity,Set_1_1 MaxLFQ_7-10dpf_Intensity,Set_1_2 MaxLFQ_7-10dpf_Intensity,Set_1_3 MaxLFQ_7-10dpf_Intensity,Set_2_1 MaxLFQ_7-10dpf_Intensity,Set_2_2 MaxLFQ_7-10dpf_Intensity,Set_2_3 MaxLFQ_7-10dpf_Intensity,Indistinguishable Proteins
sp|F1QWA8|SARM1_DANRE,F1QWA8,SARM1_DANRE,sarm1,713,Danio rerio,1:Experimental evidence at protein level,NAD(+) hydrolase SARM1,1,0.9949,4,7,7,7,1,0,3,2,1,0,1,0,3,2,1,0,1,0,3,2,1,0,742127.6,641591.25,602926.25,0,0,0,742127.6,641591.25,602926.25,0,0,0,
sp|F1QWW8|KDSR_DANRE,F1QWW8,KDSR_DANRE,kdsr,332,Danio rerio,1:Experimental evidence at protein level,3-dehydrosphinganine reductase,0.991,0.9989,2,13,13,13,0,0,2,2,4,5,0,0,2,2,4,5,0,0,2,2,4,5,0,0,0,758228.4,533418.94,764382.94,0,0,0,758228.4,533418.94,764382.94,
sp|F1QXM5|LDHD_DANRE,F1QXM5,LDHD_DANRE,ldhd,497,Danio rerio,2:Experimental evidence at transcript level,"Probable D-lactate dehydrogenase, mitochondrial",1,0.999,5,28,28,28,4,6,6,3,6,3,4,6,6,3,6,3,4,6,6,3,6,3,3096782.5,3400475.2,4099041,4502270.5,4377725.5,5732113,3096782.5,3400475.2,2868261.2,3082048.8,2585880,3494899,
sp|F1QYJ6|ST6B1_DANRE,F1QYJ6,ST6B1_DANRE,sult6b1,296,Danio rerio,1:Experimental evidence at protein level,Sulfotransferase 6B1,1,0.999,11,221,221,221,24,28,27,44,50,48,24,28,27,44,50,48,24,28,27,44,50,48,71734728,76151512,83563328,150487168,150562960,151184320,18439668,18645470,19807468,36794364,34646136,37108480,
sp|F1R2X6|PSM4B_DANRE,F1R2X6,PSM4B_DANRE,psme4b,1825,Danio rerio,3:Protein inferred from homology,Proteasome activator complex subunit 4B,1,0.999,16,143,137,143,31,25,27,19,18,23,28,24,26,19,18,22,31,25,27,19,18,23,37361272,31511260,39847328,16589295,18261900,16789286,4920237,4329831.5,4814064.5,3573005.2,3335551.2,3457317.5,
sp|F1R4C4|PIS4A_DANRE,F1R4C4,PIS4A_DANRE,pias4a,505,Danio rerio,2:Experimental evidence at transcript level,E3 SUMO-protein ligase PIAS4-A,1,0.999,5,35,35,35,14,9,8,3,1,0,14,9,8,3,1,0,14,9,8,3,1,0,8913125,8084913.5,7537613.5,11009248,10086705,10089452,9226152,8483031,9191734,5200587,3959993.8,4174233.2,
sp|F1R4U0|TXTPB_DANRE,F1R4U0,TXTPB_DANRE,slc25a1b,317,Danio rerio,3:Protein inferred from homology,"Tricarboxylate transport protein B, mitochondrial",1,0.999,11,124,116,124,18,14,22,26,25,19,16,13,18,26,25,18,18,14,22,26,25,19,45728720,41275484,41895056,67064180,61926060,63449184,14525434,15018888,15009554,19590990,18009988,18912322,
sp|F1R520|CSTN1_DANRE,F1R520,CSTN1_DANRE,clstn1,954,Danio rerio,1:Experimental evidence at protein level,Calsyntenin-1,0.9379,0.9947,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|F1R777|MTA70_DANRE,F1R777,MTA70_DANRE,mettl3,584,Danio rerio,2:Experimental evidence at transcript level,N6-adenosine-methyltransferase subunit METTL3,1,0.9963,2,10,10,10,1,1,0,4,2,2,1,1,0,4,2,2,1,1,0,4,2,2,317942.56,527600.06,515127,1214524.2,974200.9,858110.75,317942.56,527600.06,515127,1009947.56,810135.44,858110.75,
sp|F1RAX4|STRA6_DANRE,F1RAX4,STRA6_DANRE,stra6,670,Danio rerio,1:Experimental evidence at protein level,Receptor for retinol uptake stra6,1,0.999,10,126,126,126,11,15,15,31,26,28,11,15,15,31,26,28,11,15,15,31,26,28,13530220,13227802,15272602,32542188,36804568,33808320,5724308.5,5266286.5,5677095.5,7189069.5,8555212,7099646,
sp|F1RAX8|COQ6_DANRE,F1RAX8,COQ6_DANRE,coq6,484,Danio rerio,2:Experimental evidence at transcript level,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",1,0.9981,4,37,37,37,6,6,6,7,5,7,6,6,6,7,5,7,6,6,6,7,5,7,4398511,3853766.2,3728643.5,2900315.5,2870494,2841183,2258411,2403553.2,2226747,2194881.2,2365040.8,2427666,
sp|F1RBN2|SPAG1_DANRE,F1RBN2,SPAG1_DANRE,spag1a,427,Danio rerio,2:Experimental evidence at transcript level,Sperm-associated antigen 1A,0.98740000000000006,0.999,1,6,6,6,1,2,2,0,0,1,1,2,2,0,0,1,1,2,2,0,0,1,98043.79,269405.16,362627.1,0,313168.9,317917.7,98043.79,269405.16,362627.1,0,313168.9,317917.7,
sp|F1RCR6|TRIPC_DANRE,F1RCR6,TRIPC_DANRE,trip12,2026,Danio rerio,3:Protein inferred from homology,E3 ubiquitin-protein ligase TRIP12,1,0.999,18,166,166,166,23,28,22,31,30,32,23,28,22,31,30,32,23,28,22,31,30,32,86101752,86067528,91325608,34104844,35827360,36774804,20959600,21791434,22688758,26552248,29426120,27631862,
sp|F1RCY6|RENT1_DANRE,F1RCY6,RENT1_DANRE,upf1,1100,Danio rerio,2:Experimental evidence at transcript level,Regulator of nonsense transcripts 1,1,0.999,33,422,422,422,79,96,90,54,54,49,79,96,90,54,54,49,79,96,90,54,54,49,113409352,108253632,108702096,75988008,80890296,78473728,12172764,11636783,11448149,9172360,9452149,9047267,
sp|F1RD40|MYCB2_DANRE,F1RD40,MYCB2_DANRE,mycbp2,4574,Danio rerio,2:Experimental evidence at transcript level,E3 ubiquitin-protein ligase MYCBP2,1,0.9989,4,21,21,21,2,4,7,3,4,1,2,4,7,3,4,1,2,4,7,3,4,1,924307.3,417535.66,1281835.2,322625.62,256269.89,236725.48,383098.28,577177.3,320329.1,445979.16,354252.78,327235.72,
sp|F1RET2|SMYD5_DANRE,F1RET2,SMYD5_DANRE,smyd5,415,Danio rerio,2:Experimental evidence at transcript level,Histone-lysine N-trimethyltransferase SMYD5,1,0.9982,4,35,35,35,4,6,6,7,8,4,4,6,6,7,8,4,4,6,6,7,8,4,10767592,11055358,24686442,7263516.5,9909054,6344954.5,4880335,5234736,5680479,5724638,8281451.5,4833817.5,
sp|F4ZGF2|COMTA_DANRE,F4ZGF2,COMTA_DANRE,comta,256,Danio rerio,1:Experimental evidence at protein level,Catechol O-methyltransferase A,1,0.9987,5,15,15,15,0,1,3,1,5,5,0,1,3,1,5,5,0,1,3,1,5,5,4962758,4692238,5005036,1414620.8,5744820,3041232.2,1673568.1,1214607.4,2213863.2,3085293.5,2634054,3002965,
sp|F6P3G4|PS11A_DANRE,F6P3G4,PS11A_DANRE,psmd11a,421,Danio rerio,2:Experimental evidence at transcript level,26S proteasome non-ATPase regulatory subunit 11A,1,0.9982,12,74,52,74,5,8,8,22,16,15,3,4,5,18,12,10,5,8,8,22,16,15,8334663,9888640,9090201,20474458,22793586,20330832,2471175.5,2473938.2,2289728,4875923,5631091,5349115.5,
sp|F8W2M1|HACE1_DANRE,F8W2M1,HACE1_DANRE,hace1,904,Danio rerio,3:Protein inferred from homology,E3 ubiquitin-protein ligase HACE1,1,0.9932,4,9,9,9,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1149344,1123927.1,1265704.8,3862322,6005823.5,5545660,2096223.2,2049866.9,2308447,1754105.1,2114121,1950243.5,
sp|F8W2M8|TPP1_DANRE,F8W2M8,TPP1_DANRE,tpp1,557,Danio rerio,1:Experimental evidence at protein level,Tripeptidyl-peptidase 1,1,0.999,9,292,292,292,66,64,60,37,33,32,66,64,60,37,33,32,66,64,60,37,33,32,149514816,143276928,150360496,77261064,72332656,76909968,31834734,29987074,31959102,18130104,16002015,17941466,
sp|F8WK50|FLII_DANRE,F8WK50,FLII_DANRE,flii,1259,Danio rerio,1:Experimental evidence at protein level,Protein flightless-1 homolog,1,0.9988,6,43,43,43,6,8,8,7,7,7,6,8,8,7,7,7,6,8,8,7,7,7,2476719.8,4531156,4315939.5,4197951,3961789.8,4151429.8,2476719.8,2560087,2544541.2,2363550.5,2035149,2222720.5,
sp|H2EQR6|DSG21_DANRE,H2EQR6,DSG21_DANRE,dsg2.1,1142,Danio rerio,2:Experimental evidence at transcript level,Desmoglein-2.1,1,0.9984,4,25,25,25,4,2,2,7,4,6,4,2,2,7,4,6,4,2,2,7,4,6,10418579,9552679,12616104,13408091,4925159,5359721,4655750,5365401.5,5895473,5514868,5741558,6045495.5,
sp|O13146|EPHA3_DANRE,O13146,EPHA3_DANRE,epha3,981,Danio rerio,1:Experimental evidence at protein level,Ephrin type-A receptor 3,0.9978,0.999,2,15,11,15,1,4,4,1,2,3,0,4,3,0,2,2,1,4,4,1,2,3,7439803.5,7429370.5,7822883,4989561.5,6879427.5,5492182.5,6447302.5,6855700.5,7265085,4989561.5,6879427.5,5492182.5,
sp|O13168|TLE3B_DANRE,O13168,TLE3B_DANRE,tle3b,771,Danio rerio,1:Experimental evidence at protein level,Transducin-like enhancer protein 3-B,1,0.9989,14,78,17,78,15,13,14,11,14,11,5,3,4,1,2,2,15,13,14,11,14,11,55490224,51560296,59533736,47505344,43788980,46727020,11038233,10734235,10542699,8644738,8634205,8937238,
sp|O42182|FBLN1_DANRE,O42182,FBLN1_DANRE,fbln1,681,Danio rerio,2:Experimental evidence at transcript level,Fibulin-1,1,0.999,15,564,564,564,105,92,90,93,93,91,105,92,90,93,93,91,105,92,90,93,93,91,116990976,110785784,122962360,107938784,129546456,118881984,17296008,17126828,16804056,17706216,18527082,16471024,
sp|O42248|GBLP_DANRE,O42248,GBLP_DANRE,gnb2l1,317,Danio rerio,1:Experimental evidence at protein level,Small ribosomal subunit protein RACK1,1,0.999,21,1077,1077,1077,209,199,202,156,149,162,209,199,202,156,149,162,209,199,202,156,149,162,2353916160,2378867970,2322078210,1905270270,1916071040,1859211520,266514784,261676272,258693824,210785360,217885152,207084992,
sp|O42363|APOA1_DANRE,O42363,APOA1_DANRE,apoa1a,262,Danio rerio,1:Experimental evidence at protein level,Apolipoprotein A-Ia,1,0.999,14,178,178,178,42,44,47,17,12,16,42,44,47,17,12,16,42,44,47,17,12,16,120905880,115839088,126199072,35380676,36711616,43452248,17028696,16139205,17521908,8418095,8565228,7985266.5,
sp|O57474|CXA1_DANRE,O57474,CXA1_DANRE,gja1,381,Danio rerio,1:Experimental evidence at protein level,Gap junction alpha-1 protein,1,0.999,7,74,74,74,4,3,3,22,22,20,4,3,3,22,22,20,4,3,3,22,22,20,184098.97,623531.6,100762.84,30802620,28647492,28676942,486880.56,431727.78,266484.22,5368136,4927633.5,5111124.5,
sp|O57521|HS90B_DANRE,O57521,HS90B_DANRE,hsp90ab1,725,Danio rerio,1:Experimental evidence at protein level,Heat shock protein HSP 90-beta,1,0.999,46,1622,1235,1622,241,235,240,308,301,297,185,176,175,241,232,226,241,235,240,308,301,297,1252276990,1159749890,1217865600,1762119170,1761858180,1776364800,179190400,173672704,179641936,253572016,248455360,253646816,
sp|O73715|LDB1A_DANRE,O73715,LDB1A_DANRE,ldb1a,374,Danio rerio,2:Experimental evidence at transcript level,LIM domain-binding protein 1-A,1,0.9985,3,45,45,45,5,9,7,6,9,9,5,9,7,6,9,9,5,9,7,6,9,9,13027280,15414502,13193938,5576171.5,6135433.5,7219006,5484592.5,6086467,6269325.5,4733610,4954032,5706628,
sp|O73872|SODC_DANRE,O73872,SODC_DANRE,sod1,154,Danio rerio,2:Experimental evidence at transcript level,Superoxide dismutase [Cu-Zn],1,0.999,11,446,446,446,75,72,78,73,75,73,75,72,78,73,75,73,75,72,78,73,75,73,330384352,322455680,325547008,330531424,326388672,333901344,79459472,77992648,78735992,76266160,76733376,79336264,
sp|O73878|EPB4B_DANRE,O73878,EPB4B_DANRE,ephb4b,976,Danio rerio,1:Experimental evidence at protein level,Ephrin type-B receptor 4b,1,0.9872,3,4,3,8,0,1,1,2,0,0,0,1,1,1,0,0,1,1,2,3,0,1,0,0,471032.06,0,0,0,0,0,0,0,0,0,
sp|O93409|MLRSA_DANRE,O93409,MLRSA_DANRE,mylpfa,169,Danio rerio,1:Experimental evidence at protein level,"Myosin regulatory light chain 2, skeletal muscle isoform A",1,0.999,14,327,151,327,46,42,48,61,64,66,19,20,21,28,31,32,46,42,48,61,64,66,132880920,99794136,97646848,212434880,221093248,219665760,36449828,35989400,34733196,52680984,54121364,51276564,
sp|P0CH95|PHF8_DANRE,P0CH95,PHF8_DANRE,phf8,1032,Danio rerio,1:Experimental evidence at protein level,Histone lysine demethylase PHF8,1,0.9981,5,43,43,43,8,5,5,8,9,8,8,5,5,8,9,8,8,5,5,8,9,8,5173200,5162998,5917093,13040670,9701848,10448336,3113456.2,2939434.5,3433054.2,3690536.5,3134303.2,3220677.5,
sp|P13104|TPM1_DANRE,P13104,TPM1_DANRE,tpma,284,Danio rerio,2:Experimental evidence at transcript level,Tropomyosin alpha-1 chain,1,0.999,19,340,340,340,61,52,49,64,61,53,61,52,49,64,61,53,61,52,49,64,61,53,134842112,127888552,185283264,177548624,180299072,166322144,37601608,39534364,43522396,43969524,46255532,42914516,
sp|P17561|EPD_DANRE,P17561,EPD_DANRE,epd,217,Danio rerio,2:Experimental evidence at transcript level,Ependymin,1,0.999,4,151,151,151,19,26,26,26,26,28,19,26,26,26,26,28,19,26,26,26,26,28,64007684,64281532,65568544,75051672,69973720,73095312,29413444,30529944,29960838,31277950,32088940,32460282,
sp|P35359|OPSD_DANRE,P35359,OPSD_DANRE,rho,354,Danio rerio,1:Experimental evidence at protein level,Rhodopsin,1,0.999,6,572,572,572,112,113,97,82,87,81,112,113,97,82,87,81,112,113,97,82,87,81,1054975550,1023210240,1001609600,890403010,907858560,884498240,266345552,258070768,249321456,210922176,217599568,198688336,
sp|P58239|CNMD_DANRE,P58239,CNMD_DANRE,cnmd,286,Danio rerio,2:Experimental evidence at transcript level,Leukocyte cell-derived chemotaxin 1,1,0.999,3,167,167,167,25,32,26,27,29,28,25,32,26,27,29,28,25,32,26,27,29,28,64348836,67126288,65844724,73071968,73995432,74686096,41017900,42767560,42016144,42372016,40910824,42130036,
sp|P58781|ADA2_DANRE,P58781,ADA2_DANRE,ada2a,503,Danio rerio,2:Experimental evidence at transcript level,Adenosine deaminase 2-A,1,0.9988,4,57,57,57,10,11,9,8,10,9,10,11,9,8,10,9,10,11,9,8,10,9,16241676,17032420,18794078,15115582,14503917,13123559,5687079.5,5946185.5,6330711,5128146.5,5128201,4430636,
sp|P61485|RL36A_DANRE,P61485,RL36A_DANRE,rpl36a,106,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein eL42,1,0.9988,5,109,109,109,19,18,21,18,16,17,19,18,21,18,16,17,19,18,21,18,16,17,139192560,142019392,143474512,109561800,109142528,105431952,75650632,79185056,79726080,59896000,61342200,58304312,
sp|P62084|RS7_DANRE,P62084,RS7_DANRE,rps7,194,Danio rerio,1:Experimental evidence at protein level,Small ribosomal subunit protein eS7,1,0.999,11,339,339,339,57,57,55,56,56,58,57,57,55,56,56,58,57,57,55,56,56,58,708032320,769535230,746547780,702827780,684333820,702180860,282025984,295251904,286991552,257183840,261820416,261714512,
sp|P62247|RS8_DANRE,P62247,RS8_DANRE,rps8,208,Danio rerio,1:Experimental evidence at protein level,Small ribosomal subunit protein eS8,1,0.999,11,399,399,399,72,69,72,62,62,62,72,69,72,62,62,62,72,69,72,62,62,62,1107761020,1084309760,1124561540,1195950460,1267389440,1211673220,207667712,206489120,208189968,225081312,229095440,220948336,
sp|P79732|RIR1_DANRE,P79732,RIR1_DANRE,rrm1,794,Danio rerio,2:Experimental evidence at transcript level,Ribonucleoside-diphosphate reductase large subunit,1,0.9972,4,30,30,30,12,10,8,0,0,0,12,10,8,0,0,0,12,10,8,0,0,0,12453608,13870299,13731722,777827.7,0,482764.62,4250838,4052222,4346528.5,1042099.3,0,646786.8,
sp|P79735|RAN_DANRE,P79735,RAN_DANRE,ran,215,Danio rerio,2:Experimental evidence at transcript level,GTP-binding nuclear protein Ran,1,0.999,16,429,429,429,65,69,69,75,74,77,65,69,69,75,74,77,65,69,69,75,74,77,639843330,625017860,616732160,749364100,758787780,772222140,91210864,88965960,87931352,111992496,105272992,110296448,
sp|P79741|PESC_DANRE,P79741,PESC_DANRE,pes,583,Danio rerio,2:Experimental evidence at transcript level,Pescadillo,1,0.9987,5,11,11,11,1,0,0,4,3,3,1,0,0,4,3,3,1,0,0,4,3,3,7419472.5,7024714,7377790,7672675.5,4376745.5,7688788,3995553.8,7024714,5537413.5,6471490,4462897.5,7143638.5,
sp|P79745|P3F3B_DANRE,P79745,P3F3B_DANRE,pou3f3b,443,Danio rerio,1:Experimental evidence at protein level,"POU domain, class 3, transcription factor 3-B",0.9998,0.9983,4,35,2,35,6,6,7,6,5,5,0,0,0,1,0,1,6,6,7,6,5,5,1438615.5,1655151.4,1852950.6,3059805.8,2998442.5,2949048.8,1438615.5,1655151.4,1852950.6,3059805.8,2998442.5,2949048.8,
sp|P83571|RUVB2_DANRE,P83571,RUVB2_DANRE,ruvbl2,463,Danio rerio,1:Experimental evidence at protein level,RuvB-like 2,1,0.999,19,307,307,307,40,39,43,60,61,64,40,39,43,60,61,64,40,39,43,60,61,64,79253184,75673344,91432624,146924064,152523344,148734800,12309943,11701818,12210325,18471594,19084156,18314266,
sp|Q05AM4|FAH2B_DANRE,Q05AM4,FAH2B_DANRE,faah2b,526,Danio rerio,2:Experimental evidence at transcript level,Fatty-acid amide hydrolase 2-B,1,0.999,5,41,41,41,12,10,13,2,2,2,12,10,13,2,2,2,12,10,13,2,2,2,11225125,12117084,8514748,2826755.2,3601491,3735831.5,4956615.5,5703353,4453035,2029050.9,2368224.8,2716374.8,
sp|Q05AM5|ELP2_DANRE,Q05AM5,ELP2_DANRE,elp2,821,Danio rerio,2:Experimental evidence at transcript level,Elongator complex protein 2,1,0.999,5,37,37,37,7,12,9,6,1,2,7,12,9,6,1,2,7,12,9,6,1,2,1258342.9,1276329.5,1245985,1869252.8,1758496.8,1164964.4,1258342.9,1276329.5,1245985,1111565.4,1055274,756337.75,
sp|Q06725|N2F1A_DANRE,Q06725,N2F1A_DANRE,nr2f1a,411,Danio rerio,2:Experimental evidence at transcript level,Nuclear receptor subfamily 2 group F member 1-A,0.9999,0.9987,5,36,27,36,3,1,1,11,12,8,3,1,1,8,8,6,3,1,1,11,12,8,5023956.5,7756187,951353.2,10178423,7987592,8632786,1402073.2,3803390,1940961.8,6401163.5,5349962,5267059.5,
sp|Q08BB1|EFGM_DANRE,Q08BB1,EFGM_DANRE,gfm1,745,Danio rerio,2:Experimental evidence at transcript level,"Elongation factor G, mitochondrial",1,0.9989,12,90,90,90,20,20,27,7,8,8,20,20,27,7,8,8,20,20,27,7,8,8,22240202,27277840,24232192,12958513,12032378,12146136,5448336.5,5763139,5290937,3804622.2,3467055.5,3476799,
sp|Q08BB5|CTL2A_DANRE,Q08BB5,CTL2A_DANRE,ctdspl2a,469,Danio rerio,2:Experimental evidence at transcript level,CTD small phosphatase-like protein 2-A,1,0.999,3,8,6,8,1,0,0,2,1,4,0,0,0,2,0,4,1,0,0,2,1,4,0,0,0,0,753316.75,538629.25,0,0,0,0,329479,914172.4,
sp|Q08BI9|MCU_DANRE,Q08BI9,MCU_DANRE,mcu,376,Danio rerio,1:Experimental evidence at protein level,"Calcium uniporter protein, mitochondrial",1,0.999,10,147,147,147,27,21,21,29,22,27,27,21,21,29,22,27,27,21,21,29,22,27,102051776,91584016,97301096,127961064,135647424,127194416,31324592,28880028,29801726,38444804,40711932,39195860,
sp|Q08BJ2|KHDR2_DANRE,Q08BJ2,KHDR2_DANRE,khdrbs2,346,Danio rerio,2:Experimental evidence at transcript level,"KH domain-containing, RNA-binding, signal transduction-associated protein 2",0.9774,0.9897,2,7,7,7,2,0,1,1,1,2,2,0,1,1,1,2,2,0,1,1,1,2,10642433,10764444,11806258,944679.8,1788810.9,1987843.8,10642433,10764444,11806258,944679.8,1788810.9,1987843.8,
sp|Q08BL7|GLCTK_DANRE,Q08BL7,GLCTK_DANRE,glyctk,502,Danio rerio,2:Experimental evidence at transcript level,Glycerate kinase,1,0.999,9,90,90,90,13,12,10,20,18,17,13,12,10,20,18,17,13,12,10,20,18,17,17332222,14712015,15156020,33406336,37061404,33994896,7170064,7219421,6774519,12687433,13780019,12572837,
sp|Q08BR4|STB1B_DANRE,Q08BR4,STB1B_DANRE,setdb1b,1216,Danio rerio,2:Experimental evidence at transcript level,Histone-lysine N-methyltransferase SETDB1-B,0.995,0.9958,1,18,18,18,6,6,5,0,1,0,6,6,5,0,1,0,6,6,5,0,1,0,1972297.8,1923680.8,1939963.9,0,0,1603448.6,1972297.8,1923680.8,1939963.9,0,0,1603448.6,
sp|Q08BY0|NDUF7_DANRE,Q08BY0,NDUF7_DANRE,ndufaf7,422,Danio rerio,2:Experimental evidence at transcript level,"Protein arginine methyltransferase NDUFAF7, mitochondrial",0.9919,0.9983,1,2,2,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,177479.1,0,0,0,0,0,0,0,0,0,0,
sp|Q08BY1|MED17_DANRE,Q08BY1,MED17_DANRE,med17,643,Danio rerio,2:Experimental evidence at transcript level,Mediator of RNA polymerase II transcription subunit 17,1,0.9988,4,30,30,30,5,4,6,5,5,5,5,4,6,5,5,5,5,4,6,5,5,5,1013584.44,1134022.5,1014882.9,1623874,1550458.8,3703865.5,1171631,1310848.8,1173131.9,899956.8,835588.25,1008814.06,
sp|Q08C33|ISOC1_DANRE,Q08C33,ISOC1_DANRE,isoc1,283,Danio rerio,2:Experimental evidence at transcript level,Isochorismatase domain-containing protein 1,1,0.9985,3,20,20,20,1,1,1,5,7,5,1,1,1,5,7,5,1,1,1,5,7,5,3828063.2,3314970.5,3736685.8,14680572,13273253,15333264,3317004,2827652.2,3246092.8,5118427.5,5387122,5514526.5,
sp|Q08C72|CWC22_DANRE,Q08C72,CWC22_DANRE,cwc22,985,Danio rerio,2:Experimental evidence at transcript level,Pre-mRNA-splicing factor CWC22 homolog,0.9999,0.9971,3,31,31,31,8,7,8,4,2,2,8,7,8,4,2,2,8,7,8,4,2,2,2710128.2,2621483,3504353,2307986.8,2060498.8,1167307.4,1406099.2,1405050,1851258.1,1293307.6,1163815,1458955.2,
sp|Q08C75|VACHA_DANRE,Q08C75,VACHA_DANRE,slc18a3a,513,Danio rerio,2:Experimental evidence at transcript level,Probable vesicular acetylcholine transporter-A,0.9999,0.9968,2,6,6,6,0,0,2,2,1,1,0,0,2,2,1,1,0,0,2,2,1,1,1131344.4,2579673.5,1209701.9,2199208.8,3766572.5,4352930,1180740.4,1356019.9,1262519.1,2529360.2,2073958.8,2398403.8,
sp|Q08C76|SSUH2_DANRE,Q08C76,SSUH2_DANRE,ssuh2,361,Danio rerio,2:Experimental evidence at transcript level,Protein SSUH2 homolog,1,0.999,11,441,441,441,74,73,72,74,77,71,74,73,72,74,77,71,74,73,72,74,77,71,329987552,346193152,340416736,350639680,312933056,326304096,57267064,62953384,57773568,63697332,64598152,63659528,
sp|Q08C93|ABD12_DANRE,Q08C93,ABD12_DANRE,abhd12,382,Danio rerio,2:Experimental evidence at transcript level,Lysophosphatidylserine lipase ABHD12,1,0.9929,5,9,9,9,3,3,2,0,0,1,3,3,2,0,0,1,3,3,2,0,0,1,12560481,5409312.5,11823325,1004136.44,1028203.25,1043811.6,2506080.5,2321932,2659766.8,1627146.6,1666145.6,1691438.1,
sp|Q08CH8|ZTRF1_DANRE,Q08CH8,ZTRF1_DANRE,zftraf1,382,Danio rerio,2:Experimental evidence at transcript level,Zinc finger TRAF-type-containing protein 1,0.9336,0.9962,1,6,6,6,2,0,0,2,1,1,2,0,0,2,1,1,2,0,0,2,1,1,111960.14,0,170262.77,539215,496828.34,499950.5,111960.14,0,170262.77,539215,496828.34,499950.5,
sp|Q08CI4|CCYL1_DANRE,Q08CI4,CCYL1_DANRE,ccnyl1,339,Danio rerio,2:Experimental evidence at transcript level,Cyclin-Y-like protein 1,1,0.9949,3,11,11,11,1,0,2,3,2,3,1,0,2,3,2,3,1,0,2,3,2,3,840645.1,0,1044198.9,3487368.5,4563234,3754796,951891.56,0,544366.25,1867949.4,2524473.8,2000918.6,
sp|Q08CK7|IF2B1_DANRE,Q08CK7,IF2B1_DANRE,igf2bp1,598,Danio rerio,1:Experimental evidence at protein level,Insulin-like growth factor 2 mRNA-binding protein 1,1,0.999,30,1140,1020,1140,171,171,160,214,211,213,152,152,140,194,190,192,171,171,160,214,211,213,587577540,581609090,588273600,1141250560,1125384700,1129086720,83383504,83825648,84117320,149004528,147154576,151019456,
sp|Q08CL8|CNO10_DANRE,Q08CL8,CNO10_DANRE,cnot10,624,Danio rerio,2:Experimental evidence at transcript level,CCR4-NOT transcription complex subunit 10,1,0.996,4,15,15,15,3,5,5,0,1,1,3,5,5,0,1,1,3,5,5,0,1,1,1806739.2,1819450.2,2191667.8,1583547.2,1448246.9,1404966.9,1296211.1,1304574.2,1567794,1583547.2,1448246.9,1404966.9,
sp|Q0E671|NEUAA_DANRE,Q0E671,NEUAA_DANRE,cmasa,430,Danio rerio,1:Experimental evidence at protein level,N-acylneuraminate cytidylyltransferase A,1,0.999,7,102,102,102,17,15,14,18,19,19,17,15,14,18,19,19,17,15,14,18,19,19,20830296,19133808,20705534,21392108,20616314,20047056,4782000,4445608,4848213.5,6678432.5,6507486.5,6197677,
sp|Q0IIP8|CRP_DANRE,Q0IIP8,CRP_DANRE,crp,225,Danio rerio,1:Experimental evidence at protein level,C-reactive protein,1,0.999,5,103,103,103,19,18,17,17,16,16,19,18,17,17,16,16,19,18,17,17,16,16,66957732,64311784,65237916,48931076,48574304,56664272,34441624,32690000,34580680,27079498,29027372,33116240,
sp|Q0P3Z2|PTER_DANRE,Q0P3Z2,PTER_DANRE,pter,349,Danio rerio,2:Experimental evidence at transcript level,Phosphotriesterase-related protein,1,0.999,10,169,169,169,26,30,27,26,28,32,26,30,27,26,28,32,26,30,27,26,28,32,37885636,41562888,43802364,51855064,49856960,49370304,8948079,9277032,9929648,11658670,11295164,11216277,
sp|Q0P483|S2542_DANRE,Q0P483,S2542_DANRE,slc25a42,321,Danio rerio,2:Experimental evidence at transcript level,Mitochondrial coenzyme A transporter SLC25A42,0.8877,0.9866,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
