Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,24hpf_FT1_1 Spectral Count,24hpf_FT1_2 Spectral Count,24hpf_FT1_3 Spectral Count,24hpf_pH11_1 Spectral Count,24hpf_pH11_2 Spectral Count,24hpf_pH11_3 Spectral Count,24hpf_pH2_1 Spectral Count,24hpf_pH2_2 Spectral Count,24hpf_pH2_3 Spectral Count,24hpf_pH5_1 Spectral Count,24hpf_pH5_2 Spectral Count,24hpf_pH5_3 Spectral Count,24hpf_pH8_1 Spectral Count,24hpf_pH8_2 Spectral Count,24hpf_pH8_3 Spectral Count,24hpf_FT1_1 Unique Spectral Count,24hpf_FT1_2 Unique Spectral Count,24hpf_FT1_3 Unique Spectral Count,24hpf_pH11_1 Unique Spectral Count,24hpf_pH11_2 Unique Spectral Count,24hpf_pH11_3 Unique Spectral Count,24hpf_pH2_1 Unique Spectral Count,24hpf_pH2_2 Unique Spectral Count,24hpf_pH2_3 Unique Spectral Count,24hpf_pH5_1 Unique Spectral Count,24hpf_pH5_2 Unique Spectral Count,24hpf_pH5_3 Unique Spectral Count,24hpf_pH8_1 Unique Spectral Count,24hpf_pH8_2 Unique Spectral Count,24hpf_pH8_3 Unique Spectral Count,24hpf_FT1_1 Total Spectral Count,24hpf_FT1_2 Total Spectral Count,24hpf_FT1_3 Total Spectral Count,24hpf_pH11_1 Total Spectral Count,24hpf_pH11_2 Total Spectral Count,24hpf_pH11_3 Total Spectral Count,24hpf_pH2_1 Total Spectral Count,24hpf_pH2_2 Total Spectral Count,24hpf_pH2_3 Total Spectral Count,24hpf_pH5_1 Total Spectral Count,24hpf_pH5_2 Total Spectral Count,24hpf_pH5_3 Total Spectral Count,24hpf_pH8_1 Total Spectral Count,24hpf_pH8_2 Total Spectral Count,24hpf_pH8_3 Total Spectral Count,24hpf_FT1_1 Intensity,24hpf_FT1_2 Intensity,24hpf_FT1_3 Intensity,24hpf_pH11_1 Intensity,24hpf_pH11_2 Intensity,24hpf_pH11_3 Intensity,24hpf_pH2_1 Intensity,24hpf_pH2_2 Intensity,24hpf_pH2_3 Intensity,24hpf_pH5_1 Intensity,24hpf_pH5_2 Intensity,24hpf_pH5_3 Intensity,24hpf_pH8_1 Intensity,24hpf_pH8_2 Intensity,24hpf_pH8_3 Intensity,24hpf_FT1_1 MaxLFQ Intensity,24hpf_FT1_2 MaxLFQ Intensity,24hpf_FT1_3 MaxLFQ Intensity,24hpf_pH11_1 MaxLFQ Intensity,24hpf_pH11_2 MaxLFQ Intensity,24hpf_pH11_3 MaxLFQ Intensity,24hpf_pH2_1 MaxLFQ Intensity,24hpf_pH2_2 MaxLFQ Intensity,24hpf_pH2_3 MaxLFQ Intensity,24hpf_pH5_1 MaxLFQ Intensity,24hpf_pH5_2 MaxLFQ Intensity,24hpf_pH5_3 MaxLFQ Intensity,24hpf_pH8_1 MaxLFQ Intensity,24hpf_pH8_2 MaxLFQ Intensity,24hpf_pH8_3 MaxLFQ Intensity,Indistinguishable Proteins
sp|F1QBY1|NIPLB_DANRE,F1QBY1,NIPLB_DANRE,nipblb,2876,Danio rerio,2:Experimental evidence at transcript level,Nipped-B-like protein B,1,0.999,50,198,164,198,12,17,16,18,22,18,12,16,10,6,8,9,4,15,15,9,16,15,13,18,15,11,13,8,5,7,8,3,11,12,12,17,16,18,22,18,12,16,10,6,8,9,4,15,15,46376320,52034416,24920066,152735264,60272464,34091012,257575952,307216352,128827952,35648188,118694608,89727376,98638400,201968272,164073904,21957206,5966780,3315473.8,61193992,23087590,19523124,94386968,54905088,22003218,25289580,66856976,44935252,40099800,40616152,30763170,
sp|F1QC17|EMI1A_DANRE,F1QC17,EMI1A_DANRE,emilin1a,1014,Danio rerio,3:Protein inferred from homology,EMILIN-1-A,1,0.9989,4,5,5,5,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,134146.12,0,0,3398123.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|F1QC45|XRP2_DANRE,F1QC45,XRP2_DANRE,rp2,376,Danio rerio,1:Experimental evidence at protein level,Protein XRP2,1,0.999,4,21,21,21,3,2,4,1,3,6,1,0,1,0,0,0,0,0,0,3,2,4,1,3,6,1,0,1,0,0,0,0,0,0,3,2,4,1,3,6,1,0,1,0,0,0,0,0,0,844098.8,255921.27,2169817,0,3249289.8,4138798.5,38859308,0,92611800,0,0,0,0,0,0,1563037.8,473895.44,176449.14,0,6016786.5,7663911,38859308,0,87852480,0,0,0,0,0,0,
sp|F1QCN0|GAL3A_DANRE,F1QCN0,GAL3A_DANRE,gatd3,262,Danio rerio,3:Protein inferred from homology,"Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial",1,0.999,10,129,129,129,4,8,5,8,7,4,6,9,11,12,15,14,13,7,6,4,8,5,8,7,4,6,9,11,12,15,14,13,7,6,4,8,5,8,7,4,6,9,11,12,15,14,13,7,6,61751696,92739648,50160996,190775776,146298320,73474976,69592864,209533472,297393920,554839680,377991904,278848288,305211520,170005200,130910336,39588112,57767696,82666400,126020712,83297104,78474704,9880767,33130762,37267704,96758952,103588136,42064100,72002904,80825232,67058428,
sp|F1QCV2|HDA10_DANRE,F1QCV2,HDA10_DANRE,hdac10,675,Danio rerio,1:Experimental evidence at protein level,Polyamine deacetylase HDAC10,1,0.999,19,102,102,102,3,2,3,9,5,2,10,12,9,2,11,7,5,9,13,3,2,3,9,5,2,10,12,9,2,11,7,5,9,13,3,2,3,9,5,2,10,12,9,2,11,7,5,9,13,6315847,4302690.5,6940910,33531784,18503070,6245058.5,382815424,266623424,407457248,40233840,119583792,82086768,170760864,134142496,81494600,19164366,36906296,32363106,18808668,8371990,5153287.5,24990442,38608264,45625332,49620336,29611442,25001080,62225644,25518660,14575361,
sp|F1QCY8|SPAT2_DANRE,F1QCY8,SPAT2_DANRE,spata2,550,Danio rerio,2:Experimental evidence at transcript level,Spermatogenesis-associated protein 2,0.6684,0.9736,2,2,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|F1QDI9|MCM9_DANRE,F1QDI9,MCM9_DANRE,mcm9,1133,Danio rerio,3:Protein inferred from homology,DNA helicase MCM9,0.9989,0.9633,3,4,4,4,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38987992,0,18424688,45401376,28593596,27015652,0,0,0,0,0,0,0,0,0,38987992,0,18424688,45401376,28593596,27015652,
sp|F1QEB7|WDR11_DANRE,F1QEB7,WDR11_DANRE,wdr11,1239,Danio rerio,2:Experimental evidence at transcript level,WD repeat-containing protein 11,1,0.999,15,64,64,64,0,3,1,7,6,4,0,4,2,4,6,10,8,7,2,0,3,1,7,6,4,0,4,2,4,6,10,8,7,2,0,3,1,7,6,4,0,4,2,4,6,10,8,7,2,0,990423.8,470594.88,42407964,21437798,8236788,0,8202482.5,5870154,66752312,69577480,35826816,36166580,37869664,33738496,0,1213461.6,0,21253442,9253904,4569995.5,0,12510272,55253192,40391264,12906276,6659061,16720833,7131992,10720064,
sp|F1QEG2|KL41B_DANRE,F1QEG2,KL41B_DANRE,klhl41b,605,Danio rerio,2:Experimental evidence at transcript level,Kelch-like protein 41b,1,0.999,24,138,136,138,8,7,6,8,6,4,21,21,19,5,8,7,6,4,8,8,7,6,8,6,4,21,21,19,5,8,6,6,4,7,8,7,6,8,6,4,21,21,19,5,8,7,6,4,8,118493312,65919052,32565588,213569152,92608680,65459100,1156685950,2042309630,1798335230,362239456,203734176,134233056,480017792,272687328,108682552,199056512,165614000,204089536,127206672,79338496,51851128,34619060,84571208,33184208,159742144,104078176,53164196,141154608,71959024,71142384,
sp|F1QF89|POMT1_DANRE,F1QF89,POMT1_DANRE,pomt1,720,Danio rerio,1:Experimental evidence at protein level,Protein O-mannosyl-transferase 1,0.9995,0.9978,2,8,8,8,0,0,0,1,0,1,0,0,0,0,2,3,1,0,0,0,0,0,1,0,1,0,0,0,0,2,3,1,0,0,0,0,0,1,0,1,0,0,0,0,2,3,1,0,0,0,0,0,8585686,0,0,0,0,0,0,7159693,7532825.5,8059136.5,0,0,0,0,0,8585686,0,0,0,0,0,0,7159693,7532825.5,8059136.5,0,0,
sp|F1QFS9|UBP13_DANRE,F1QFS9,UBP13_DANRE,usp13,860,Danio rerio,2:Experimental evidence at transcript level,Ubiquitin carboxyl-terminal hydrolase 13,1,0.999,20,66,66,66,1,3,1,4,1,1,19,12,12,4,3,2,3,0,0,1,3,1,4,1,1,19,12,12,4,3,2,3,0,0,1,3,1,4,1,1,19,12,12,4,3,2,3,0,0,0,3010203.5,4332051.5,0,0,9479407,274256864,133019912,133875448,31722656,11865901,16703952,36259384,0,0,0,0,0,0,0,0,22003082,17082320,10688141,22991990,45491420,31355438,62947404,0,0,
sp|F1QGC8|DTD1_DANRE,F1QGC8,DTD1_DANRE,dtd1,207,Danio rerio,1:Experimental evidence at protein level,D-aminoacyl-tRNA deacylase 1,1,0.999,3,11,11,11,2,1,2,2,1,2,0,1,0,0,0,0,0,0,0,2,1,2,2,1,2,0,1,0,0,0,0,0,0,0,2,1,2,2,1,2,0,1,0,0,0,0,0,0,0,11850815,7852933.5,10684283,18170366,9392508,12469033,0,1265894.6,0,0,0,0,0,0,0,20914226,13858796,14347470,8884068,6431846,6205952.5,0,866865.3,0,0,0,0,0,0,0,
sp|F1QGD2|ZDH24_DANRE,F1QGD2,ZDH24_DANRE,zdhhc24,295,Danio rerio,2:Experimental evidence at transcript level,Probable palmitoyltransferase ZDHHC24,0.9683,0.9988,1,13,13,13,0,0,0,2,1,3,0,0,0,0,2,2,1,1,1,0,0,0,2,1,3,0,0,0,0,2,2,1,1,1,0,0,0,2,1,3,0,0,0,0,2,2,1,1,1,0,0,0,19701544,714305.3,944461.1,0,0,0,0,9850233,0,5942128.5,11104338,0,0,0,0,19701544,714305.3,944461.1,0,0,0,0,9850233,0,5942128.5,11104338,0,
sp|F1QGH6|AMER2_DANRE,F1QGH6,AMER2_DANRE,amer2,654,Danio rerio,2:Experimental evidence at transcript level,APC membrane recruitment protein 2,0.6702,0.9594,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|F1QGH7|CTNB1_DANRE,F1QGH7,CTNB1_DANRE,ctnnb1,780,Danio rerio,1:Experimental evidence at protein level,Catenin beta-1,1,0.999,26,247,241,247,19,28,26,21,21,18,8,13,13,8,14,15,13,16,14,19,28,26,20,21,18,8,13,13,8,13,14,12,15,13,19,28,26,21,21,18,8,13,13,8,14,15,13,16,14,117668280,208204480,112241640,369283040,126603200,84820208,529275488,370787616,570090370,321306560,218640256,148931344,501751328,208717152,140444992,33344486,66277708,30870758,103252552,68391240,54891780,13074279,22877686,119783576,160516832,80517992,68593992,124020536,69094864,73942176,
sp|F1QGH9|PS11B_DANRE,F1QGH9,PS11B_DANRE,psmd11b,422,Danio rerio,2:Experimental evidence at transcript level,26S proteasome non-ATPase regulatory subunit 11B,1,0.999,26,92,92,193,6,6,2,5,4,2,8,10,9,10,8,5,9,4,4,6,6,2,5,4,2,8,10,9,10,8,5,9,4,4,13,14,10,12,12,9,11,14,14,19,14,12,18,10,11,26401022,47904528,11459820,27660726,29681152,17205528,452468640,465187264,331154400,340744352,172098560,61783684,213574272,80260960,57131584,33847124,36395832,25798612,73816432,24748296,25032186,82548000,237611264,14953373,259588656,44852200,39751076,67999264,30099138,37291736,
sp|F1QGW6|IF2G_DANRE,F1QGW6,IF2G_DANRE,eif2s3,472,Danio rerio,3:Protein inferred from homology,Eukaryotic translation initiation factor 2 subunit 3,1,0.999,22,275,275,275,20,20,19,23,20,17,13,17,16,21,18,17,20,20,14,20,20,19,23,20,17,13,17,16,21,18,17,20,20,14,20,20,19,23,20,17,13,17,16,21,18,17,20,20,14,304855488,372010016,205145888,669314940,348829408,251314640,803835200,1380517250,1607888380,960288640,364788992,409270816,962683580,473220096,377648512,125851296,148926256,69146528,144624064,102062944,101657960,116451616,136006736,127917808,154206544,83063512,85529272,158151376,110891560,88563712,
sp|F1QGZ6|MELK_DANRE,F1QGZ6,MELK_DANRE,melk,676,Danio rerio,2:Experimental evidence at transcript level,Maternal embryonic leucine zipper kinase,1,0.9988,3,8,8,8,0,0,0,1,2,1,0,0,0,1,0,0,0,1,2,0,0,0,1,2,1,0,0,0,1,0,0,0,1,2,0,0,0,1,2,1,0,0,0,1,0,0,0,1,2,0,0,0,13953616,4265411.5,5632840,0,0,0,0,0,0,0,24818196,20110742,0,0,0,6364956,20502738,27075616,0,0,0,0,0,0,0,11320845,8377463,
sp|F1QH17|MCA3A_DANRE,F1QH17,MCA3A_DANRE,mical3a,1994,Danio rerio,2:Experimental evidence at transcript level,Protein-methionine sulfoxide oxidase mical3a,0.9994,0.9976,3,2,2,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,4,0,0,0,0,0,0,0,3075158.2,0,0,0,0,0,0,535564.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|F1QIC4|PHR4A_DANRE,F1QIC4,PHR4A_DANRE,phactr4a,725,Danio rerio,3:Protein inferred from homology,Phosphatase and actin regulator 4A,1,0.999,9,16,16,16,1,0,0,1,1,3,5,2,1,0,1,0,0,1,0,1,0,0,1,1,3,5,2,1,0,1,0,0,1,0,1,0,0,1,1,3,5,2,1,0,1,0,0,1,0,801644.3,0,0,0,785664.1,1142040.6,21702912,9911552,9873612,0,0,0,0,0,0,0,0,0,0,785664.1,890000.25,11936847,9911552,9873612,0,0,0,0,0,0,
sp|F1QJX5|UBR3_DANRE,F1QJX5,UBR3_DANRE,ubr3,1863,Danio rerio,2:Experimental evidence at transcript level,E3 ubiquitin-protein ligase ubr3,1,0.999,16,38,38,38,0,2,1,4,1,1,7,4,3,1,6,2,2,3,1,0,2,1,4,1,1,7,4,3,1,6,2,2,3,1,0,2,1,4,1,1,7,4,3,1,6,2,2,3,1,0,4490569,1103392.2,12716074,8078073,7008747.5,93093520,58658152,38564764,19546758,51151448,11773985,7189173.5,17040990,7975081,0,0,0,8924690,5891036.5,5111217.5,26093674,36365524,29375788,0,204670112,147188080,5242795,7537383,5815928,
sp|F1QLG5|ADN1A_DANRE,F1QLG5,ADN1A_DANRE,adnpa,969,Danio rerio,1:Experimental evidence at protein level,Activity-dependent neuroprotective protein a,1,0.999,17,74,74,74,7,12,9,1,6,4,4,10,9,5,0,2,3,1,1,7,12,9,1,6,4,4,10,9,5,0,2,3,1,1,7,12,9,1,6,4,4,10,9,5,0,2,3,1,1,4749407,38655948,10811182,0,14476590,45782100,234372032,288078752,166242640,79010496,0,9763757,37754188,37886096,12250489,23798054,18125438,17005144,0,40428636,46192860,15468923,17395132,12870736,27446034,0,0,21794022,22872194,9051743,
sp|F1QLR3|FXR1_DANRE,F1QLR3,FXR1_DANRE,fxr1,622,Danio rerio,1:Experimental evidence at protein level,RNA-binding protein FXR1,1,0.999,27,207,207,207,18,14,13,22,15,18,18,16,16,7,9,7,10,12,12,18,14,13,22,15,18,18,16,16,7,9,7,10,12,12,18,14,13,22,15,18,18,16,16,7,9,7,10,12,12,149009472,125088032,44183732,275644064,135982064,87230888,830545340,696627520,620937540,200750240,30679512,28606058,79438592,162549088,140766432,30042776,40008420,16815626,88242272,39779028,21875190,9295078,22143942,142454816,65579172,29664996,21027566,56409288,83232544,67262904,
sp|F1QMB9|CCNK_DANRE,F1QMB9,CCNK_DANRE,ccnk,425,Danio rerio,2:Experimental evidence at transcript level,Cyclin-K,1,0.999,8,35,35,35,8,4,5,1,1,3,2,2,3,1,1,1,1,0,2,8,4,5,1,1,3,2,2,3,1,1,1,1,0,2,8,4,5,1,1,3,2,2,3,1,1,1,1,0,2,28338524,25714508,6796513.5,11681910,0,10624565,198301072,166303984,267188032,125957280,23858664,6946835.5,8278701,0,11470943,17934486,15262632,3211839.8,12330134,0,7756900,162476624,111311856,120472120,122738136,23248898,6769292,0,0,12107460,
sp|F1QMV3|TPC6B_DANRE,F1QMV3,TPC6B_DANRE,trappc6b,157,Danio rerio,2:Experimental evidence at transcript level,Trafficking protein particle complex subunit 6b,1,0.9983,3,8,8,8,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,3751424.5,0,0,0,1737254.9,0,0,33479416,23802290,24514868,31095670,6290143,0,0,0,0,0,0,0,0,0,0,33479416,23802290,24514868,31095670,6290143,0,
sp|F1QN54|KIF3B_DANRE,F1QN54,KIF3B_DANRE,kif3b,775,Danio rerio,2:Experimental evidence at transcript level,Kinesin-like protein KIF3B,1,0.9988,8,20,20,20,1,2,7,1,1,1,2,1,1,2,1,0,0,0,0,1,2,7,1,1,1,2,1,1,2,1,0,0,0,0,1,2,7,1,1,1,2,1,1,2,1,0,0,0,0,0,0,4858520,7904566.5,0,0,9159830,3712915,9490048,7861026.5,10642091,0,0,0,0,0,0,0,7904566.5,0,0,9159830,0,9490048,7861026.5,10642091,0,0,0,0,
sp|F1QNV4|NU133_DANRE,F1QNV4,NU133_DANRE,nup133,1136,Danio rerio,2:Experimental evidence at transcript level,Nuclear pore complex protein Nup133,1,0.999,34,199,199,199,6,8,7,11,12,11,24,22,26,5,9,14,13,15,16,6,8,7,11,12,11,24,22,26,5,9,14,13,15,16,6,8,7,11,12,11,24,22,26,5,9,14,13,15,16,21620744,9790221,32702398,171611104,86055624,45799352,945536510,1009214530,1134248320,289332096,194390304,213971184,263402448,220524592,161600192,22912216,7047308.5,30044194,60410936,55986344,29169050,125697848,207977824,195028240,223449664,117387800,61466508,61648772,46513380,30486286,
sp|F1QNX7|REN3B_DANRE,F1QNX7,REN3B_DANRE,upf3b,467,Danio rerio,2:Experimental evidence at transcript level,Regulator of nonsense transcripts 3B,1,0.999,7,46,46,46,1,1,1,4,1,1,2,5,3,4,3,6,5,4,5,1,1,1,4,1,1,2,5,3,4,3,6,5,4,5,1,1,1,4,1,1,2,5,3,4,3,6,5,4,5,13000413,8042544,0,28624692,2669186.2,1822491.9,5652054.5,5956418,19407352,22118502,14890380,16345707,120700912,24527412,16058526,13000413,8042544,0,11419398,4447820,3036923.8,3976134.2,3588226.2,6294853.5,21591216,24812704,8257435.5,29914644,15000216,6210720,
sp|F1QPC3|SARAF_DANRE,F1QPC3,SARAF_DANRE,saraf,345,Danio rerio,2:Experimental evidence at transcript level,Store-operated calcium entry-associated regulatory factor,1,0.999,3,17,17,17,1,0,1,1,2,2,0,0,1,0,1,1,3,2,2,1,0,1,1,2,2,0,0,1,0,1,1,3,2,2,1,0,1,1,2,2,0,0,1,0,1,1,3,2,2,0,0,0,16292036,16267312,14898784,0,0,0,0,0,4202077.5,0,0,2895409.8,0,0,0,19181180,8363777,8712396,0,0,0,0,0,4947252,0,0,3195045.2,
sp|F1QPX0|NDNF_DANRE,F1QPX0,NDNF_DANRE,ndnf,574,Danio rerio,3:Protein inferred from homology,Protein NDNF,1,0.9988,4,6,6,6,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,385848.34,290295.97,515319.94,0,0,0,122432592,81813424,51045776,133091640,103729144,70888752,0,0,0,385848.34,290295.97,0,0,0,0,122432592,81813424,51045776,133091640,93300024,69958776,
sp|F1QQC3|LOL2A_DANRE,F1QQC3,LOL2A_DANRE,loxl2a,737,Danio rerio,2:Experimental evidence at transcript level,Lysyl oxidase homolog 2A,0.9993,0.9989,2,5,5,5,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1332011.8,310562.8,0,0,0,0,1232224.2,731725.4,0,0,0,0,0,0,0,1332011.8,310562.8,0,0,0,0,1232224.2,731725.4,0,0,0,
sp|F1QR43|GLCEB_DANRE,F1QR43,GLCEB_DANRE,glceb,586,Danio rerio,1:Experimental evidence at protein level,D-glucuronyl C5-epimerase B,1,0.9989,6,15,15,15,3,1,2,0,0,0,4,3,1,1,0,0,0,0,0,3,1,2,0,0,0,4,3,1,1,0,0,0,0,0,3,1,2,0,0,0,4,3,1,1,0,0,0,0,0,18468656,1165400.2,3993106.8,0,0,0,11091604,4195320.5,3828850,37405268,0,0,0,0,0,18468656,0,3993106.8,0,0,0,5179468,4681868,4272896.5,0,0,0,0,0,0,
sp|F1QRX7|TBCD7_DANRE,F1QRX7,TBCD7_DANRE,tbc1d7,294,Danio rerio,2:Experimental evidence at transcript level,TBC1 domain family member 7,1,0.9977,4,5,5,5,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7143677,10772453,0,0,0,0,0,0,0,0,0,0,0,0,0,6610300,10772453,0,
sp|F1QSQ0|DSC2L_DANRE,F1QSQ0,DSC2L_DANRE,dsc2l,934,Danio rerio,2:Experimental evidence at transcript level,Desmocollin 2-like protein,1,0.999,16,49,49,49,0,1,3,2,3,4,4,7,4,0,1,1,7,6,6,0,1,3,2,3,4,4,7,4,0,1,1,7,6,6,0,1,3,2,3,4,4,7,4,0,1,1,7,6,6,0,4327883,11825670,11781997,30484768,33700424,0,114203432,104322120,0,10492792,12620648,312685696,133139944,52207652,0,14191138,11977385,19392560,16307974,13642037,0,108527912,102002928,0,14864064,27986948,45923064,37336556,32092656,
sp|F1QUP1|RPZ_DANRE,F1QUP1,RPZ_DANRE,rpz,227,Danio rerio,1:Experimental evidence at protein level,Protein rapunzel,1,0.9989,5,28,28,28,1,0,0,3,1,1,1,2,1,3,6,4,4,1,0,1,0,0,3,1,1,1,2,1,3,6,4,4,1,0,1,0,0,3,1,1,1,2,1,3,6,4,4,1,0,13028592,0,0,57562936,10022032,5612144.5,21104228,7122572.5,2846899.2,118357552,85875720,59847800,0,0,0,0,0,0,31617124,10294141,5764520,0,3862799.8,2924195.5,103096624,33828744,20165486,0,0,0,
sp|F1QVR8|METL5_DANRE,F1QVR8,METL5_DANRE,mettl5,207,Danio rerio,2:Experimental evidence at transcript level,rRNA N6-adenosine-methyltransferase METTL5,1,0.999,4,14,14,14,0,0,0,1,1,0,3,1,2,0,1,1,1,1,2,0,0,0,1,1,0,3,1,2,0,1,1,1,1,2,0,0,0,1,1,0,3,1,2,0,1,1,1,1,2,0,0,0,9241270,3319978,0,2779541.8,0,0,0,9828909,6032371.5,19376166,0,8635195,0,0,0,9241270,3319978,0,0,0,0,0,9828909,6032371.5,19376166,0,8635195,
sp|F1QVU0|LTK_DANRE,F1QVU0,LTK_DANRE,ltk,1530,Danio rerio,1:Experimental evidence at protein level,Tyrosine-protein kinase receptor,0.9092,0.9915,1,2,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,475278.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|F1QW93|BRDT_DANRE,F1QW93,BRDT_DANRE,brdt,918,Danio rerio,3:Protein inferred from homology,Bromodomain testis-specific protein,0.9368,0.9879,3,4,4,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11315522,7885951.5,0,0,0,0,0,0,0,0,0,0,0,0,0,11315522,7885951.5,
sp|F1QWA8|SARM1_DANRE,F1QWA8,SARM1_DANRE,sarm1,713,Danio rerio,1:Experimental evidence at protein level,NAD(+) hydrolase SARM1,1,0.999,11,32,32,32,1,2,1,0,3,2,2,3,2,5,4,3,0,3,1,1,2,1,0,3,2,2,3,2,5,4,3,0,3,1,1,2,1,0,3,2,2,3,2,5,4,3,0,3,1,256774.81,3330896.2,209511.62,0,11384406,8539676,5493689,15111330,138059168,134350944,36426488,24410904,0,29476044,19982522,0,1236619.5,0,0,6129040,24417696,0,8134785,0,51843172,12441917,11308106,0,39434084,26733318,
sp|F1QWM2|STYL2_DANRE,F1QWM2,STYL2_DANRE,styxl2,1100,Danio rerio,1:Experimental evidence at protein level,Serine/threonine/tyrosine-interacting-like protein 2,1,0.9989,13,22,22,22,0,5,1,0,3,2,2,3,3,1,2,0,0,0,0,0,5,1,0,3,2,2,3,3,1,2,0,0,0,0,0,5,1,0,3,2,2,3,3,1,2,0,0,0,0,0,0,0,0,0,1027617.25,13006022,13420797,9133899,0,9137577,0,0,0,0,0,0,0,0,0,0,13006022,13420797,9133899,0,0,0,0,0,0,
sp|F1QWW8|KDSR_DANRE,F1QWW8,KDSR_DANRE,kdsr,332,Danio rerio,1:Experimental evidence at protein level,3-dehydrosphinganine reductase,1,0.999,7,29,29,29,1,1,1,1,2,3,0,2,1,2,4,3,3,3,2,1,1,1,1,2,3,0,2,1,2,4,3,3,3,2,1,1,1,1,2,3,0,2,1,2,4,3,3,3,2,10383234,13669668,5107532.5,5058288.5,7894086,10573768,0,28068594,23856234,175656976,44250220,23841370,3215674.5,13145356,5150858.5,11439343,15060050,5627034.5,5572782,5433378,5617045,0,28068594,23856234,100805736,39533572,15738804,0,6701561,3851883.2,
sp|F1QXM5|LDHD_DANRE,F1QXM5,LDHD_DANRE,ldhd,497,Danio rerio,2:Experimental evidence at transcript level,"Probable D-lactate dehydrogenase, mitochondrial",1,0.999,16,76,76,76,9,10,13,4,7,9,3,7,4,1,2,1,1,2,3,9,10,13,4,7,9,3,7,4,1,2,1,1,2,3,9,10,13,4,7,9,3,7,4,1,2,1,1,2,3,19805716,63541980,26468368,16828748,150275664,15386693,16923518,20990162,11059714,0,0,1620480.4,6338376,23011398,14632386,17426360,33561472,6294823.5,17572616,14741029,15621181,16923518,14149455,11059714,0,0,17698108,7169060,12301185,7095485,
sp|F1QY75|APC15_DANRE,F1QY75,APC15_DANRE,anapc15,121,Danio rerio,2:Experimental evidence at transcript level,Anaphase-promoting complex subunit 15,0.6552,0.9804,1,4,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,14856526,6127901.5,0,6454960,11080427,0,0,0,0,0,0,0,0,0,0,14856526,6127901.5,0,6454960,11080427,
