Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,6hpf Spectral Count,6hpf Unique Spectral Count,6hpf Total Spectral Count,6hpf Intensity,Indistinguishable Proteins
sp|Q1L981|TDRD5_DANRE,Q1L981,TDRD5_DANRE,tdrd5,905,Danio rerio,2:Experimental evidence at transcript level,Tudor domain-containing protein 5,0.9006,0.9508,2,2,2,2,2,2,2,1431683330,
sp|Q1L987|ATPF1_DANRE,Q1L987,ATPF1_DANRE,atpaf1,302,Danio rerio,2:Experimental evidence at transcript level,ATP synthase mitochondrial F1 complex assembly factor 1,1,0.999,14,75,75,75,75,75,75,22728853500,
sp|Q1L994|PPR37_DANRE,Q1L994,PPR37_DANRE,ppp1r37,919,Danio rerio,2:Experimental evidence at transcript level,Protein phosphatase 1 regulatory subunit 37,1,0.999,17,29,29,29,29,29,29,2535522050,
sp|Q1L9A2|OPA3_DANRE,Q1L9A2,OPA3_DANRE,opa3,157,Danio rerio,3:Protein inferred from homology,Optic atrophy 3 protein homolog,1,0.999,8,46,46,46,46,46,46,10566541300,
sp|Q1L9C7|CA174_DANRE,Q1L9C7,CA174_DANRE,si:ch211-147a11.3,189,Danio rerio,2:Experimental evidence at transcript level,UPF0688 protein C1orf174 homolog,0.9891,0.9986,2,2,2,2,2,2,2,21770456,
sp|Q1LU86|CBAR1_DANRE,Q1LU86,CBAR1_DANRE,cibar1,295,Danio rerio,2:Experimental evidence at transcript level,CBY1-interacting BAR domain-containing protein 1,0.8499,0.9948,2,2,2,2,2,2,2,1184775680,
sp|Q1LU93|ABITM_DANRE,Q1LU93,ABITM_DANRE,abitram,177,Danio rerio,2:Experimental evidence at transcript level,Protein Abitram,1,0.9972,5,7,7,7,7,7,7,421703936,
sp|Q1LUA6|TRIO_DANRE,Q1LUA6,TRIO_DANRE,trio,3028,Danio rerio,3:Protein inferred from homology,Triple functional domain protein,1,0.999,23,27,27,27,27,27,27,2716563460,
sp|Q1LUC1|5MP1_DANRE,Q1LUC1,5MP1_DANRE,bzw2,421,Danio rerio,2:Experimental evidence at transcript level,eIF5-mimic protein 1,1,0.999,16,14,14,43,14,14,43,1361833090,
sp|Q1LUD1|TM168_DANRE,Q1LUD1,TM168_DANRE,tmem168a,681,Danio rerio,3:Protein inferred from homology,Transmembrane protein 168-A,1,0.999,8,21,21,21,21,21,21,5822445100,
sp|Q1LUE5|ZCH18_DANRE,Q1LUE5,ZCH18_DANRE,zc3h18,1148,Danio rerio,1:Experimental evidence at protein level,Zinc finger CCCH domain-containing protein 18,1,0.9989,25,46,46,46,46,46,46,14544177200,
sp|Q1LUI2|HDDC2_DANRE,Q1LUI2,HDDC2_DANRE,hddc2,200,Danio rerio,2:Experimental evidence at transcript level,5'-deoxynucleotidase HDDC2,1,0.999,8,29,29,29,29,29,29,5869535200,
sp|Q1LUK1|MIC13_DANRE,Q1LUK1,MIC13_DANRE,micos13,111,Danio rerio,3:Protein inferred from homology,MICOS complex subunit MIC13,1,0.999,6,102,102,102,102,102,102,114951209000,
sp|Q1LUM3|ENDUC_DANRE,Q1LUM3,ENDUC_DANRE,endouc,309,Danio rerio,2:Experimental evidence at transcript level,Uridylate-specific endoribonuclease C,0.5913,0.9672,2,2,2,2,2,2,2,504723456,
sp|Q1LUS5|CR021_DANRE,Q1LUS5,CR021_DANRE,si:dkey-184p18.2,208,Danio rerio,2:Experimental evidence at transcript level,UPF0711 protein C18orf21 homolog,0.7324,0.9894,1,1,1,1,1,1,1,34025652,
sp|Q1LUS8|RBP10_DANRE,Q1LUS8,RBP10_DANRE,ranbp10,604,Danio rerio,3:Protein inferred from homology,Ran-binding protein 10,0.659,0.985,2,1,1,2,1,1,2,28576640,
sp|Q1LUT1|EDC4_DANRE,Q1LUT1,EDC4_DANRE,edc4,1384,Danio rerio,3:Protein inferred from homology,Enhancer of mRNA-decapping protein 4,1,0.999,49,162,162,162,162,162,162,58816184000,
sp|Q1LV17|I2BP1_DANRE,Q1LV17,I2BP1_DANRE,irf2bp1,605,Danio rerio,2:Experimental evidence at transcript level,Interferon regulatory factor 2-binding protein 1,1,0.9989,11,18,17,18,18,17,18,1312403460,
sp|Q1LV46|ABHEA_DANRE,Q1LV46,ABHEA_DANRE,abhd14a,270,Danio rerio,2:Experimental evidence at transcript level,Protein ABHD14A,1,0.999,12,73,73,73,73,73,73,63885234000,
sp|Q1LV50|CENPP_DANRE,Q1LV50,CENPP_DANRE,cenpp,282,Danio rerio,2:Experimental evidence at transcript level,Centromere protein P,1,0.9984,10,11,11,11,11,11,11,1095614850,
sp|Q1LVC2|JARD2_DANRE,Q1LVC2,JARD2_DANRE,jarid2b,1319,Danio rerio,3:Protein inferred from homology,Protein Jumonji,1,0.9953,7,7,7,7,7,7,7,1971967740,
sp|Q1LVE8|SF3B3_DANRE,Q1LVE8,SF3B3_DANRE,sf3b3,1217,Danio rerio,2:Experimental evidence at transcript level,Splicing factor 3B subunit 3,1,0.999,54,177,177,177,177,177,177,91045782000,
sp|Q1LVF0|LAMC1_DANRE,Q1LVF0,LAMC1_DANRE,lamc1,1593,Danio rerio,2:Experimental evidence at transcript level,Laminin subunit gamma-1,1,0.999,82,193,193,193,193,193,193,58023490000,
sp|Q1LVF3|SMG7_DANRE,Q1LVF3,SMG7_DANRE,smg7,1180,Danio rerio,2:Experimental evidence at transcript level,Nonsense-mediated mRNA decay factor SMG7,1,0.999,9,10,10,10,10,10,10,1363805570,
sp|Q1LVK9|N4BP1_DANRE,Q1LVK9,N4BP1_DANRE,n4bp1,858,Danio rerio,2:Experimental evidence at transcript level,NEDD4-binding protein 1,1,0.999,15,18,18,18,18,18,18,27427704800,
sp|Q1LVN1|F174B_DANRE,Q1LVN1,F174B_DANRE,Fam174b,133,Danio rerio,2:Experimental evidence at transcript level,Membrane protein FAM174B,0.8104,0.9932,1,1,1,1,1,1,1,0,
sp|Q1LVN8|SELO1_DANRE,Q1LVN8,SELO1_DANRE,selenoo1,692,Danio rerio,3:Protein inferred from homology,"Protein adenylyltransferase SelO-1, mitochondrial",1,0.999,28,60,60,60,60,60,60,14258611200,
sp|Q1LVP6|ABRX1_DANRE,Q1LVP6,ABRX1_DANRE,abraxas1,391,Danio rerio,2:Experimental evidence at transcript level,BRCA1-A complex subunit Abraxas 1,0.6942,0.9872,1,2,2,2,2,2,2,273965600,
sp|Q1LVS8|SVOPL_DANRE,Q1LVS8,SVOPL_DANRE,svopl,506,Danio rerio,2:Experimental evidence at transcript level,Putative transporter SVOPL,1,0.999,8,20,20,20,20,20,20,6041159700,
sp|Q1LW89|CASD1_DANRE,Q1LW89,CASD1_DANRE,casd1,781,Danio rerio,2:Experimental evidence at transcript level,N-acetylneuraminate (7)9-O-acetyltransferase,1,0.999,9,11,11,11,11,11,11,1039019460,
sp|Q1LWB0|TXB1A_DANRE,Q1LWB0,TXB1A_DANRE,tax1bp1a,781,Danio rerio,2:Experimental evidence at transcript level,Tax1-binding protein 1 homolog A,0.9997,0.999,3,3,3,3,3,3,3,235380064,
sp|Q1LWC2|T106B_DANRE,Q1LWC2,T106B_DANRE,tmem106b,267,Danio rerio,3:Protein inferred from homology,Transmembrane protein 106B,0.7336,0.9894,1,2,2,2,2,2,2,215666464,
sp|Q1LWE6|BI2L2_DANRE,Q1LWE6,BI2L2_DANRE,baiap2l2,516,Danio rerio,3:Protein inferred from homology,BAR/IMD domain-containing adapter protein 2-like 2,0.9334,0.9893,1,1,1,1,1,1,1,220680880,
sp|Q1LWG3|RM36_DANRE,Q1LWG3,RM36_DANRE,mrpl36,116,Danio rerio,3:Protein inferred from homology,Large ribosomal subunit protein bL36m,0.9381,0.9925,2,4,4,4,4,4,4,2462432000,
sp|Q1LWG4|PCAT1_DANRE,Q1LWG4,PCAT1_DANRE,lpcat1,517,Danio rerio,2:Experimental evidence at transcript level,Lysophosphatidylcholine acyltransferase 1,1,0.999,17,69,69,69,69,69,69,17848227800,
sp|Q1LWH4|FAN1_DANRE,Q1LWH4,FAN1_DANRE,fan1,988,Danio rerio,2:Experimental evidence at transcript level,Fanconi-associated nuclease 1,1,0.9985,7,8,8,8,8,8,8,516962304,
sp|Q1LWJ6|ARPIN_DANRE,Q1LWJ6,ARPIN_DANRE,arpin,226,Danio rerio,2:Experimental evidence at transcript level,Arpin,1,0.999,10,13,13,13,13,13,13,3781472510,
sp|Q1LWL2|DS22A_DANRE,Q1LWL2,DS22A_DANRE,dusp22a,208,Danio rerio,2:Experimental evidence at transcript level,Dual specificity protein phosphatase 22-A,1,0.9986,3,3,3,3,3,3,3,753845820,
sp|Q1LWL8|MCL1B_DANRE,Q1LWL8,MCL1B_DANRE,mycl1b,404,Danio rerio,2:Experimental evidence at transcript level,Protein L-Myc-1b,0.6887,0.9872,1,1,0,1,1,0,1,42393180,
sp|Q1LWV7|MEAK7_DANRE,Q1LWV7,MEAK7_DANRE,meak7,450,Danio rerio,2:Experimental evidence at transcript level,MTOR-associated protein MEAK7,1,0.999,13,21,21,21,21,21,21,4062611710,
sp|Q1LX49|DEN11_DANRE,Q1LX49,DEN11_DANRE,dennd11,490,Danio rerio,3:Protein inferred from homology,DENN domain-containing protein 11,1,0.999,13,26,26,26,26,26,26,3737466620,
sp|Q1LXC9|INT3_DANRE,Q1LXC9,INT3_DANRE,ints3,1017,Danio rerio,2:Experimental evidence at transcript level,Integrator complex subunit 3,1,0.999,26,48,48,48,48,48,48,6335659000,
sp|Q1LXE6|TT39C_DANRE,Q1LXE6,TT39C_DANRE,ttc39c,579,Danio rerio,2:Experimental evidence at transcript level,Tetratricopeptide repeat protein 39C,0.8905,0.9964,1,1,1,1,1,1,1,68106568,
sp|Q1LXI5|RM54_DANRE,Q1LXI5,RM54_DANRE,mrpl54,135,Danio rerio,3:Protein inferred from homology,Large ribosomal subunit protein mL54,1,0.999,7,28,28,28,28,28,28,18415943700,
sp|Q1LXK5|M10B2_DANRE,Q1LXK5,M10B2_DANRE,mov10b.2,1015,Danio rerio,3:Protein inferred from homology,Putative helicase mov-10-B.2,0.9997,0.999,1,3,0,3,3,0,3,136914864,
sp|Q1LXS2|PSMG2_DANRE,Q1LXS2,PSMG2_DANRE,psmg2,260,Danio rerio,2:Experimental evidence at transcript level,Proteasome assembly chaperone 2,1,0.9989,9,15,15,15,15,15,15,3467373060,
sp|Q1LY46|LETM1_DANRE,Q1LY46,LETM1_DANRE,letm1,757,Danio rerio,3:Protein inferred from homology,Mitochondrial proton/calcium exchanger protein,1,0.999,25,43,43,43,43,43,43,6465367000,
sp|Q1LY77|SE1BA_DANRE,Q1LY77,SE1BA_DANRE,setd1ba,1844,Danio rerio,1:Experimental evidence at protein level,Histone-lysine N-methyltransferase SETD1B-A,1,0.999,3,4,4,4,4,4,4,153497744,
sp|Q1LY80|T120B_DANRE,Q1LY80,T120B_DANRE,tmem120b,337,Danio rerio,2:Experimental evidence at transcript level,Transmembrane protein 120B,1,0.999,6,19,19,19,19,19,19,4232899070,
sp|Q1LYB6|ATF1B_DANRE,Q1LYB6,ATF1B_DANRE,atp5if1b,107,Danio rerio,3:Protein inferred from homology,"ATPase inhibitor B, mitochondrial",1,0.999,14,125,125,125,125,125,125,129240424000,
sp|Q1LYE3|ZN143_DANRE,Q1LYE3,ZN143_DANRE,znf143,623,Danio rerio,2:Experimental evidence at transcript level,Zinc finger protein 143,1,0.9987,7,12,12,12,12,12,12,995499460,
sp|Q1LYG0|SPD2A_DANRE,Q1LYG0,SPD2A_DANRE,sh3pxd2a,1119,Danio rerio,3:Protein inferred from homology,SH3 and PX domain-containing protein 2A,0.9986,0.9913,4,5,5,5,5,5,5,495078848,
sp|Q1MTD3|MCES_DANRE,Q1MTD3,MCES_DANRE,rnmt,400,Danio rerio,3:Protein inferred from homology,mRNA cap guanine-N7 methyltransferase,1,0.999,24,83,83,83,83,83,83,27745337300,
sp|Q1MTD4|CR19A_DANRE,Q1MTD4,CR19A_DANRE,si:ch211-105d11.2,242,Danio rerio,2:Experimental evidence at transcript level,Uncharacterized protein C18orf19 homolog A,1,0.999,7,28,28,28,28,28,28,10295571500,
sp|Q1MTE5|ARL3_DANRE,Q1MTE5,ARL3_DANRE,arl3,182,Danio rerio,2:Experimental evidence at transcript level,ADP-ribosylation factor-like protein 3,1,0.999,14,37,37,37,37,37,37,15945417700,
sp|Q1MTI4|TPISA_DANRE,Q1MTI4,TPISA_DANRE,tpi1a,248,Danio rerio,2:Experimental evidence at transcript level,Triosephosphate isomerase A,1,0.999,19,588,439,588,588,439,588,613536890000,
sp|Q1RLQ5|DIK1A_DANRE,Q1RLQ5,DIK1A_DANRE,dipk1a,428,Danio rerio,2:Experimental evidence at transcript level,Divergent protein kinase domain 1A,1,0.999,12,26,26,26,26,26,26,3520477180,
sp|Q1RLU1|BRAT1_DANRE,Q1RLU1,BRAT1_DANRE,brat1,822,Danio rerio,2:Experimental evidence at transcript level,BRCA1-associated ATM activator 1,1,0.999,4,5,5,5,5,5,5,405434208,
sp|Q1RLU8|ST7_DANRE,Q1RLU8,ST7_DANRE,st7,513,Danio rerio,2:Experimental evidence at transcript level,Suppressor of tumorigenicity 7 protein homolog,0.9793,0.9854,10,4,4,17,4,4,17,1476385660,
sp|Q1RLX4|TPC11_DANRE,Q1RLX4,TPC11_DANRE,trappc11,1132,Danio rerio,2:Experimental evidence at transcript level,Trafficking protein particle complex subunit 11,1,0.999,14,20,20,20,20,20,20,2545366780,
sp|Q1RLY6|KMO_DANRE,Q1RLY6,KMO_DANRE,kmo,474,Danio rerio,2:Experimental evidence at transcript level,Kynurenine 3-monooxygenase,0.9994,0.9984,4,6,6,6,6,6,6,136503296,
sp|Q1RM35|CFA36_DANRE,Q1RM35,CFA36_DANRE,cfap36,350,Danio rerio,2:Experimental evidence at transcript level,Cilia- and flagella-associated protein 36,0.6836,0.9779,1,2,2,2,2,2,2,16404496,
sp|Q1RM55|PIHD1_DANRE,Q1RM55,PIHD1_DANRE,pih1d1,287,Danio rerio,2:Experimental evidence at transcript level,PIH1 domain-containing protein 1,1,0.999,10,23,23,23,23,23,23,4251062530,
sp|Q24JV4|U390_DANRE,Q24JV4,U390_DANRE,zgc:136864,98,Danio rerio,3:Protein inferred from homology,UPF0390 protein zgc136864,0.9503,0.9985,2,2,2,2,2,2,2,183329584,
sp|Q287T7|MFRN1_DANRE,Q287T7,MFRN1_DANRE,slc25a37,332,Danio rerio,1:Experimental evidence at protein level,Mitoferrin-1,0.9955,0.9985,4,3,3,4,3,3,4,149525328,
sp|Q29R99|LIPT2_DANRE,Q29R99,LIPT2_DANRE,lipt2,224,Danio rerio,2:Experimental evidence at transcript level,"Octanoyl-[acyl-carrier-protein]:protein N-octanoyltransferase LIPT2, mitochondrial",1,0.998,4,7,7,7,7,7,7,1148427900,
sp|Q29RB1|COG4_DANRE,Q29RB1,COG4_DANRE,cog4,781,Danio rerio,1:Experimental evidence at protein level,Conserved oligomeric Golgi complex subunit 4,1,0.999,22,43,43,43,43,43,43,11732133900,
sp|Q2EI20|REST_DANRE,Q2EI20,REST_DANRE,rest,855,Danio rerio,2:Experimental evidence at transcript level,RE1-silencing transcription factor,0.9828,0.9931,2,2,2,2,2,2,2,216700832,
sp|Q2I6J1|SHP2A_DANRE,Q2I6J1,SHP2A_DANRE,inppl1a,1266,Danio rerio,2:Experimental evidence at transcript level,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2A",1,0.999,15,19,19,19,19,19,19,9907072000,
sp|Q2KN93|CYTSA_DANRE,Q2KN93,CYTSA_DANRE,specc1la,1132,Danio rerio,2:Experimental evidence at transcript level,Cytospin-A,1,0.9953,9,13,13,13,13,13,13,3527482110,
sp|Q2L6K8|CNPY4_DANRE,Q2L6K8,CNPY4_DANRE,cnpy4,217,Danio rerio,2:Experimental evidence at transcript level,Protein canopy 4,1,0.999,16,56,56,56,56,56,56,11662646300,
sp|Q2L6L1|CNPY1_DANRE,Q2L6L1,CNPY1_DANRE,cnpy1,187,Danio rerio,1:Experimental evidence at protein level,Protein canopy-1,1,0.999,13,99,99,99,99,99,99,50717094000,
sp|Q2LE08|FXP1B_DANRE,Q2LE08,FXP1B_DANRE,foxp1b,659,Danio rerio,2:Experimental evidence at transcript level,Forkhead box protein P1-B,0.6275,0.9828,1,1,1,1,1,1,1,19939982,
sp|Q2PW47|MED24_DANRE,Q2PW47,MED24_DANRE,med24,989,Danio rerio,2:Experimental evidence at transcript level,Mediator of RNA polymerase II transcription subunit 24,1,0.999,17,36,36,36,36,36,36,5175418400,
sp|Q2QCI8|MED12_DANRE,Q2QCI8,MED12_DANRE,med12,2173,Danio rerio,2:Experimental evidence at transcript level,Mediator of RNA polymerase II transcription subunit 12,1,0.999,11,12,12,12,12,12,12,1913421950,
sp|Q2THW0|DHC5A_DANRE,Q2THW0,DHC5A_DANRE,zdhhc5a,744,Danio rerio,2:Experimental evidence at transcript level,Palmitoyltransferase ZDHHC5-A,1,0.9984,7,9,8,9,9,8,9,461223584,
sp|Q2TLY1|MACO2_DANRE,Q2TLY1,MACO2_DANRE,maco1b,699,Danio rerio,2:Experimental evidence at transcript level,Macoilin-2,1,0.999,22,36,17,36,36,17,36,7759498800,
sp|Q2TLY2|MACO1_DANRE,Q2TLY2,MACO1_DANRE,Maco1a,664,Danio rerio,2:Experimental evidence at transcript level,Macoilin-1,1,0.9883,12,4,4,23,4,4,23,239291072,
sp|Q2YDR3|IMPA3_DANRE,Q2YDR3,IMPA3_DANRE,bpnt2,341,Danio rerio,2:Experimental evidence at transcript level,Inositol monophosphatase 3,1,0.999,19,86,86,86,86,86,86,43175805000,
sp|Q2YDS1|DDB2_DANRE,Q2YDS1,DDB2_DANRE,ddb2,496,Danio rerio,1:Experimental evidence at protein level,DNA damage-binding protein 2,1,0.9988,18,27,27,27,27,27,27,4162273020,
sp|Q32LQ3|OSGL1_DANRE,Q32LQ3,OSGL1_DANRE,osgepl1,404,Danio rerio,2:Experimental evidence at transcript level,"tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial",1,0.999,10,16,16,16,16,16,16,765780350,
sp|Q32LQ4|BHMT1_DANRE,Q32LQ4,BHMT1_DANRE,bhmt,400,Danio rerio,2:Experimental evidence at transcript level,Betaine--homocysteine S-methyltransferase 1,0.9983,0.999,2,15,15,15,15,15,15,361192544,
sp|Q32LQ6|MFSD1_DANRE,Q32LQ6,MFSD1_DANRE,mfsd1,461,Danio rerio,2:Experimental evidence at transcript level,Lysosomal dipeptide transporter MFSD1,0.9999,0.9971,3,6,6,6,6,6,6,3188286980,
sp|Q32LR5|ASHWN_DANRE,Q32LR5,ASHWN_DANRE,im:6907446,227,Danio rerio,2:Experimental evidence at transcript level,Ashwin,1,0.9989,10,12,12,12,12,12,12,2028401150,
sp|Q32LS6|ABHDD_DANRE,Q32LS6,ABHDD_DANRE,abhd13,337,Danio rerio,2:Experimental evidence at transcript level,Protein ABHD13,1,0.999,7,12,12,12,12,12,12,2942664190,
sp|Q32LT7|TTYH3_DANRE,Q32LT7,TTYH3_DANRE,ttyh3b,560,Danio rerio,2:Experimental evidence at transcript level,Protein tweety homolog 3,1,0.999,1,8,8,8,8,8,8,570027200,
sp|Q32LU1|MIRO2_DANRE,Q32LU1,MIRO2_DANRE,rhot2,617,Danio rerio,2:Experimental evidence at transcript level,Mitochondrial Rho GTPase 2,1,0.999,22,96,92,96,96,92,96,28040269800,
sp|Q32LU7|PTCD3_DANRE,Q32LU7,PTCD3_DANRE,ptcd3,667,Danio rerio,2:Experimental evidence at transcript level,Small ribosomal subunit protein mS39,1,0.999,32,198,198,198,198,198,198,52060373000,
sp|Q32PL1|PP1R7_DANRE,Q32PL1,PP1R7_DANRE,ppp1r7,345,Danio rerio,2:Experimental evidence at transcript level,Protein phosphatase 1 regulatory subunit 7,1,0.999,23,67,67,67,67,67,67,23486062600,
sp|Q32PL8|PRIPO_DANRE,Q32PL8,PRIPO_DANRE,primpol,523,Danio rerio,2:Experimental evidence at transcript level,DNA-directed primase/polymerase protein,0.6555,0.9776,2,2,2,2,2,2,2,28239868,
sp|Q32PP1|MRNIP_DANRE,Q32PP1,MRNIP_DANRE,mrnip,395,Danio rerio,2:Experimental evidence at transcript level,MRN complex-interacting protein,0.3611,0.9505,1,1,1,1,1,1,1,7989177,
sp|Q32PP3|PDK1L_DANRE,Q32PP3,PDK1L_DANRE,pdik1l,341,Danio rerio,2:Experimental evidence at transcript level,Serine/threonine-protein kinase pdik1l,0.991,0.9835,3,7,7,7,7,7,7,1815492990,
sp|Q32PR0|T55BA_DANRE,Q32PR0,T55BA_DANRE,tmem55ba,270,Danio rerio,2:Experimental evidence at transcript level,"Type I phosphatidylinositol 4,5-bisphosphate 4-phosphatase-A",1,0.999,6,18,3,18,18,3,18,4881780200,
sp|Q32PV0|GULP1_DANRE,Q32PV0,GULP1_DANRE,gulp1,300,Danio rerio,2:Experimental evidence at transcript level,PTB domain-containing engulfment adapter protein 1,1,0.9949,2,24,24,24,24,24,24,31137703900,
sp|Q32PW3|TAF2_DANRE,Q32PW3,TAF2_DANRE,taf2,1191,Danio rerio,2:Experimental evidence at transcript level,Transcription initiation factor TFIID subunit 2,1,0.999,9,13,13,13,13,13,13,689997890,
sp|Q3B736|ATGA1_DANRE,Q3B736,ATGA1_DANRE,atg101,218,Danio rerio,2:Experimental evidence at transcript level,Autophagy-related protein 101,1,0.999,7,10,10,10,10,10,10,3949562370,
sp|Q3B748|LLPH_DANRE,Q3B748,LLPH_DANRE,llph,126,Danio rerio,2:Experimental evidence at transcript level,Protein LLP homolog,1,0.9988,7,13,13,13,13,13,13,1414077950,
sp|Q3B752|KTHY_DANRE,Q3B752,KTHY_DANRE,dtymk,212,Danio rerio,2:Experimental evidence at transcript level,Thymidylate kinase,1,0.9989,13,39,39,39,39,39,39,11982630900,
sp|Q3B7G7|SR1IP_DANRE,Q3B7G7,SR1IP_DANRE,srek1ip1,158,Danio rerio,2:Experimental evidence at transcript level,Protein SREK1IP1,0.8355,0.9834,2,3,3,3,3,3,3,786478080,
sp|Q3B7H1|GALD1_DANRE,Q3B7H1,GALD1_DANRE,gatd1,213,Danio rerio,2:Experimental evidence at transcript level,Glutamine amidotransferase-like class 1 domain-containing protein 1,1,0.999,7,14,14,14,14,14,14,4668075000,
sp|Q3B7H2|TAM41_DANRE,Q3B7H2,TAM41_DANRE,tamm41,338,Danio rerio,2:Experimental evidence at transcript level,"Phosphatidate cytidylyltransferase, mitochondrial",1,0.999,15,33,33,33,33,33,33,11965493200,
sp|Q3B7Q7|NUBP2_DANRE,Q3B7Q7,NUBP2_DANRE,nubp2,268,Danio rerio,2:Experimental evidence at transcript level,Cytosolic Fe-S cluster assembly factor nubp2,1,0.999,11,21,21,21,21,21,21,7665536500,
sp|Q3KRG3|TSR2_DANRE,Q3KRG3,TSR2_DANRE,tsr2,181,Danio rerio,2:Experimental evidence at transcript level,Pre-rRNA-processing protein TSR2 homolog,1,0.999,3,5,5,5,5,5,5,464819008,
sp|Q3LSS0|C19L2_DANRE,Q3LSS0,C19L2_DANRE,cwf19l2,960,Danio rerio,2:Experimental evidence at transcript level,CWF19-like protein 2,1,0.999,25,33,33,33,33,33,33,4845719000,
sp|Q3Y4E2|SELN_DANRE,Q3Y4E2,SELN_DANRE,selenon,557,Danio rerio,1:Experimental evidence at protein level,Selenoprotein N,0.9998,0.9978,4,5,5,5,5,5,5,1770176000,
sp|Q3YL68|B4GT5_DANRE,Q3YL68,B4GT5_DANRE,b4galt5,381,Danio rerio,2:Experimental evidence at transcript level,"Beta-1,4-galactosyltransferase 5",0.9694,0.9983,2,3,3,3,3,3,3,632098050,
sp|Q498P2|RT35_DANRE,Q498P2,RT35_DANRE,mrps35,330,Danio rerio,2:Experimental evidence at transcript level,Small ribosomal subunit protein mS35,1,0.999,18,73,71,73,73,71,73,35088163000,
sp|Q498Z6|RT07_DANRE,Q498Z6,RT07_DANRE,mrps7,228,Danio rerio,2:Experimental evidence at transcript level,Small ribosomal subunit protein uS7m,1,0.999,12,71,71,71,71,71,71,35776532000,
sp|Q499B3|KANL3_DANRE,Q499B3,KANL3_DANRE,kansl3,835,Danio rerio,2:Experimental evidence at transcript level,KAT8 regulatory NSL complex subunit 3,1,0.9988,7,11,11,11,11,11,11,784841600,
sp|Q49GP3|PI4KB_DANRE,Q49GP3,PI4KB_DANRE,pi4kb,835,Danio rerio,2:Experimental evidence at transcript level,Phosphatidylinositol 4-kinase beta,1,0.9988,7,8,8,8,8,8,8,1268371710,
sp|Q49GP5|P4K2B_DANRE,Q49GP5,P4K2B_DANRE,pi4k2b,501,Danio rerio,2:Experimental evidence at transcript level,Phosphatidylinositol 4-kinase type 2-beta,1,0.999,21,38,38,47,38,38,47,9299809300,
sp|Q4G3H4|IKKA_DANRE,Q4G3H4,IKKA_DANRE,chuk,758,Danio rerio,1:Experimental evidence at protein level,Inhibitor of nuclear factor kappa-B kinase subunit alpha,1,0.9989,17,25,25,25,25,25,25,11028682800,
sp|Q4H4B6|SCRIB_DANRE,Q4H4B6,SCRIB_DANRE,scrib,1724,Danio rerio,1:Experimental evidence at protein level,Protein scribble homolog,1,0.999,49,80,80,80,80,80,80,27579639800,
sp|Q4JL91|IPPK_DANRE,Q4JL91,IPPK_DANRE,ippk,483,Danio rerio,1:Experimental evidence at protein level,Inositol-pentakisphosphate 2-kinase,0.4286,0.9622,1,1,1,1,1,1,1,15579855,
sp|Q4KM14|TSP1L_DANRE,Q4KM14,TSP1L_DANRE,trnau1apl,316,Danio rerio,2:Experimental evidence at transcript level,tRNA selenocysteine 1-associated protein 1-like,1,0.999,9,16,16,16,16,16,16,3541381380,
sp|Q4KMC9|CA198_DANRE,Q4KMC9,CA198_DANRE,wu:fa18f11,330,Danio rerio,2:Experimental evidence at transcript level,Uncharacterized protein C1orf198 homolog,0.969,0.998,2,3,3,3,3,3,3,154160800,
sp|Q4KMD7|STPAP_DANRE,Q4KMD7,STPAP_DANRE,tut1,797,Danio rerio,2:Experimental evidence at transcript level,Speckle targeted PIP5K1A-regulated poly(A) polymerase,1,0.999,32,78,78,78,78,78,78,22244114400,
sp|Q4KME6|GGYF2_DANRE,Q4KME6,GGYF2_DANRE,gigyf2,1329,Danio rerio,2:Experimental evidence at transcript level,GRB10-interacting GYF protein 2,1,0.999,60,116,116,116,116,116,116,17493049300,
sp|Q4KMI4|REEP2_DANRE,Q4KMI4,REEP2_DANRE,reep2,268,Danio rerio,2:Experimental evidence at transcript level,Receptor expression-enhancing protein 2,1,0.9989,5,9,9,9,9,9,9,2320965380,
sp|Q4KMK0|NSUN3_DANRE,Q4KMK0,NSUN3_DANRE,nsun3,367,Danio rerio,2:Experimental evidence at transcript level,"tRNA (cytosine(34)-C(5))-methyltransferase, mitochondrial",1,0.9987,4,6,6,6,6,6,6,656883710,
sp|Q4KML2|CRYD_DANRE,Q4KML2,CRYD_DANRE,cry-dash,520,Danio rerio,2:Experimental evidence at transcript level,Cryptochrome DASH,1,0.999,16,24,24,24,24,24,24,5792729100,
sp|Q4QRC6|ISCA1_DANRE,Q4QRC6,ISCA1_DANRE,isca1,129,Danio rerio,2:Experimental evidence at transcript level,"Iron-sulfur cluster assembly 1 homolog, mitochondrial",1,0.999,5,9,9,9,9,9,9,2168586500,
sp|Q4QRD7|F110B_DANRE,Q4QRD7,F110B_DANRE,fam110b,397,Danio rerio,2:Experimental evidence at transcript level,Protein FAM110B,0.9562,0.9507,3,3,3,3,3,3,3,32387240,
sp|Q4QRF4|H32_DANRE,Q4QRF4,H32_DANRE,zgc:113984,136,Danio rerio,2:Experimental evidence at transcript level,Histone H3.2,1,0.999,10,199,127,199,199,127,199,283730444000,
